entry,at,order
"The admin ""rampurge 2 @ SUmXpIp4-U"" enqueued the game stop on next hand.",2024-05-29T04:32:34.056Z,171695715405600
"-- ending hand #177 --",2024-05-29T04:32:32.911Z,171695715291102
"""rampurge 2 @ SUmXpIp4-U"" collected 1.25 from pot",2024-05-29T04:32:32.911Z,171695715291101
"Uncalled bet of 1.25 returned to ""rampurge 2 @ SUmXpIp4-U""",2024-05-29T04:32:32.911Z,171695715291100
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:32:32.055Z,171695715205500
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:32:29.346Z,171695714934600
"""rampurge 2 @ SUmXpIp4-U"" raises to 1.75",2024-05-29T04:32:28.442Z,171695714844200
"""balls @ BB5N1jkh81"" posts a big blind of 0.50",2024-05-29T04:32:26.626Z,171695714662606
"""Bsav @ 5sNMsT5aU2"" posts a small blind of 0.25",2024-05-29T04:32:26.626Z,171695714662605
"Your hand is A♦, 5♥",2024-05-29T04:32:26.626Z,171695714662602
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (103.04) | #3 ""Bsav @ 5sNMsT5aU2"" (335.85) | #9 ""balls @ BB5N1jkh81"" (90.11)",2024-05-29T04:32:26.626Z,171695714662601
"-- starting hand #177 (id: omdlfrrc3lf0)  (No Limit Texas Hold'em) (dealer: ""rampurge 2 @ SUmXpIp4-U"") --",2024-05-29T04:32:26.626Z,171695714662600
"-- ending hand #176 --",2024-05-29T04:32:23.700Z,171695714370002
"""Bsav @ 5sNMsT5aU2"" collected 0.50 from pot",2024-05-29T04:32:23.700Z,171695714370001
"Uncalled bet of 0.25 returned to ""Bsav @ 5sNMsT5aU2""",2024-05-29T04:32:23.700Z,171695714370000
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:32:22.857Z,171695714285700
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:32:21.832Z,171695714183200
"""Bsav @ 5sNMsT5aU2"" posts a big blind of 0.50",2024-05-29T04:32:20.097Z,171695714009707
"""rampurge 2 @ SUmXpIp4-U"" posts a small blind of 0.25",2024-05-29T04:32:20.097Z,171695714009706
"Your hand is 2♣, 8♦",2024-05-29T04:32:20.097Z,171695714009703
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (103.29) | #3 ""Bsav @ 5sNMsT5aU2"" (335.60) | #9 ""balls @ BB5N1jkh81"" (90.11)",2024-05-29T04:32:20.097Z,171695714009702
"-- starting hand #176 (id: ctzbtyk3nyig)  (No Limit Texas Hold'em) (dead button) --",2024-05-29T04:32:20.097Z,171695714009701
"The player ""Martini @ 52kgKkRVv9"" quits the game with a stack of 71.08.",2024-05-29T04:32:20.097Z,171695714009700
"""rampurge 2 @ SUmXpIp4-U"" shows a 3♠, 3♦.",2024-05-29T04:32:17.492Z,171695713749200
"-- ending hand #175 --",2024-05-29T04:32:16.483Z,171695713648302
"""rampurge 2 @ SUmXpIp4-U"" collected 7.50 from pot",2024-05-29T04:32:16.483Z,171695713648301
"Uncalled bet of 12.50 returned to ""rampurge 2 @ SUmXpIp4-U""",2024-05-29T04:32:16.483Z,171695713648300
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:32:15.654Z,171695713565400
"""rampurge 2 @ SUmXpIp4-U"" bets 12.50",2024-05-29T04:32:14.750Z,171695713475000
"River: 10♠, 10♦, 8♠, 4♦ [4♠]",2024-05-29T04:32:04.672Z,171695712467200
"""Bsav @ 5sNMsT5aU2"" checks",2024-05-29T04:32:03.869Z,171695712386900
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:31:52.997Z,171695711299700
"Turn: 10♠, 10♦, 8♠ [4♦]",2024-05-29T04:31:52.179Z,171695711217900
"""rampurge 2 @ SUmXpIp4-U"" calls 1.50",2024-05-29T04:31:51.306Z,171695711130600
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:31:50.058Z,171695711005800
"""Bsav @ 5sNMsT5aU2"" bets 1.50",2024-05-29T04:31:47.624Z,171695710762400
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:31:36.613Z,171695709661300
"""Martini @ 52kgKkRVv9"" checks",2024-05-29T04:31:35.472Z,171695709547200
"Flop:  [10♠, 10♦, 8♠]",2024-05-29T04:31:31.834Z,171695709183400
"""rampurge 2 @ SUmXpIp4-U"" calls 1.50",2024-05-29T04:31:30.963Z,171695709096300
"""Martini @ 52kgKkRVv9"" calls 1.50",2024-05-29T04:31:28.430Z,171695708843000
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:31:23.698Z,171695708369800
"""Bsav @ 5sNMsT5aU2"" raises to 1.50",2024-05-29T04:31:19.137Z,171695707913700
"""rampurge 2 @ SUmXpIp4-U"" posts a big blind of 0.50",2024-05-29T04:31:15.148Z,171695707514807
"""Martini @ 52kgKkRVv9"" posts a small blind of 0.25",2024-05-29T04:31:15.148Z,171695707514806
"Your hand is 3♠, 3♦",2024-05-29T04:31:15.148Z,171695707514802
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (98.79) | #3 ""Bsav @ 5sNMsT5aU2"" (338.60) | #9 ""balls @ BB5N1jkh81"" (90.11) | #10 ""Martini @ 52kgKkRVv9"" (72.58)",2024-05-29T04:31:15.148Z,171695707514801
"-- starting hand #175 (id: sx6zqghapoyp)  (No Limit Texas Hold'em) (dealer: ""balls @ BB5N1jkh81"") --",2024-05-29T04:31:15.148Z,171695707514800
"-- ending hand #174 --",2024-05-29T04:31:12.140Z,171695707214002
"""Martini @ 52kgKkRVv9"" collected 6.49 from pot",2024-05-29T04:31:12.140Z,171695707214001
"Uncalled bet of 5.12 returned to ""Martini @ 52kgKkRVv9""",2024-05-29T04:31:12.140Z,171695707214000
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:31:11.252Z,171695707125200
"""Martini @ 52kgKkRVv9"" raises to 6.74",2024-05-29T04:30:56.500Z,171695705650000
"""Bsav @ 5sNMsT5aU2"" bets 1.62",2024-05-29T04:30:44.929Z,171695704492900
"""Martini @ 52kgKkRVv9"" checks",2024-05-29T04:30:38.350Z,171695703835000
"Flop:  [4♥, 8♥, 10♥]",2024-05-29T04:30:35.497Z,171695703549700
"""Martini @ 52kgKkRVv9"" calls 1.50",2024-05-29T04:30:34.656Z,171695703465600
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:30:30.091Z,171695703009100
"""Bsav @ 5sNMsT5aU2"" raises to 1.50",2024-05-29T04:30:27.911Z,171695702791100
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:30:22.810Z,171695702281000
"""Martini @ 52kgKkRVv9"" posts a big blind of 0.50",2024-05-29T04:30:21.885Z,171695702188507
"""balls @ BB5N1jkh81"" posts a small blind of 0.25",2024-05-29T04:30:21.885Z,171695702188506
"Your hand is 5♠, 10♣",2024-05-29T04:30:21.885Z,171695702188502
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (98.79) | #3 ""Bsav @ 5sNMsT5aU2"" (341.72) | #9 ""balls @ BB5N1jkh81"" (90.36) | #10 ""Martini @ 52kgKkRVv9"" (69.21)",2024-05-29T04:30:21.885Z,171695702188501
"-- starting hand #174 (id: kwhnfqg96i2q)  (No Limit Texas Hold'em) (dealer: ""Bsav @ 5sNMsT5aU2"") --",2024-05-29T04:30:21.885Z,171695702188500
"-- ending hand #173 --",2024-05-29T04:30:18.966Z,171695701896602
"""Martini @ 52kgKkRVv9"" collected 1.25 from pot",2024-05-29T04:30:18.966Z,171695701896601
"Uncalled bet of 1.00 returned to ""Martini @ 52kgKkRVv9""",2024-05-29T04:30:18.966Z,171695701896600
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:30:18.163Z,171695701816300
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:30:15.614Z,171695701561400
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:30:14.729Z,171695701472900
"""Martini @ 52kgKkRVv9"" raises to 1.50",2024-05-29T04:30:10.898Z,171695701089800
"""balls @ BB5N1jkh81"" posts a big blind of 0.50",2024-05-29T04:30:07.044Z,171695700704407
"""Bsav @ 5sNMsT5aU2"" posts a small blind of 0.25",2024-05-29T04:30:07.044Z,171695700704406
"Your hand is 5♠, 4♦",2024-05-29T04:30:07.044Z,171695700704402
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (98.79) | #3 ""Bsav @ 5sNMsT5aU2"" (341.97) | #9 ""balls @ BB5N1jkh81"" (90.86) | #10 ""Martini @ 52kgKkRVv9"" (68.46)",2024-05-29T04:30:07.044Z,171695700704401
"-- starting hand #173 (id: gsi2ngnpbxgp)  (No Limit Texas Hold'em) (dealer: ""rampurge 2 @ SUmXpIp4-U"") --",2024-05-29T04:30:07.044Z,171695700704400
"-- ending hand #172 --",2024-05-29T04:30:04.050Z,171695700405002
"""Bsav @ 5sNMsT5aU2"" collected 0.50 from pot",2024-05-29T04:30:04.050Z,171695700405001
"Uncalled bet of 0.25 returned to ""Bsav @ 5sNMsT5aU2""",2024-05-29T04:30:04.050Z,171695700405000
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:30:03.234Z,171695700323400
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:30:02.338Z,171695700233800
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:29:59.033Z,171695699903300
"""Bsav @ 5sNMsT5aU2"" posts a big blind of 0.50",2024-05-29T04:29:56.945Z,171695699694507
"""rampurge 2 @ SUmXpIp4-U"" posts a small blind of 0.25",2024-05-29T04:29:56.945Z,171695699694506
"Your hand is 10♦, 4♠",2024-05-29T04:29:56.945Z,171695699694502
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (99.04) | #3 ""Bsav @ 5sNMsT5aU2"" (341.72) | #9 ""balls @ BB5N1jkh81"" (90.86) | #10 ""Martini @ 52kgKkRVv9"" (68.46)",2024-05-29T04:29:56.945Z,171695699694501
"-- starting hand #172 (id: ixb2rbtmo6x9)  (No Limit Texas Hold'em) (dealer: ""Martini @ 52kgKkRVv9"") --",2024-05-29T04:29:56.945Z,171695699694500
"""Martini @ 52kgKkRVv9"" shows a J♦, J♣.",2024-05-29T04:29:54.887Z,171695699488700
"-- ending hand #171 --",2024-05-29T04:29:53.343Z,171695699334302
"""rampurge 2 @ SUmXpIp4-U"" collected 17.00 from pot",2024-05-29T04:29:53.343Z,171695699334301
"Uncalled bet of 12.75 returned to ""rampurge 2 @ SUmXpIp4-U""",2024-05-29T04:29:53.343Z,171695699334300
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:29:52.525Z,171695699252500
"""rampurge 2 @ SUmXpIp4-U"" bets 12.75",2024-05-29T04:29:27.820Z,171695696782000
"""Martini @ 52kgKkRVv9"" checks",2024-05-29T04:29:22.149Z,171695696214900
"River: 7♠, 2♠, 9♦, A♦ [10♦]",2024-05-29T04:29:15.699Z,171695695569900
"""Martini @ 52kgKkRVv9"" calls 4.75",2024-05-29T04:29:14.866Z,171695695486600
"""rampurge 2 @ SUmXpIp4-U"" bets 4.75",2024-05-29T04:29:12.304Z,171695695230400
"""Martini @ 52kgKkRVv9"" checks",2024-05-29T04:29:06.592Z,171695694659200
"Turn: 7♠, 2♠, 9♦ [A♦]",2024-05-29T04:28:58.881Z,171695693888100
"""rampurge 2 @ SUmXpIp4-U"" calls 2.25",2024-05-29T04:28:58.053Z,171695693805300
"""Martini @ 52kgKkRVv9"" bets 2.25",2024-05-29T04:28:55.359Z,171695693535900
"Flop:  [7♠, 2♠, 9♦]",2024-05-29T04:28:49.042Z,171695692904200
"""rampurge 2 @ SUmXpIp4-U"" calls 1.50",2024-05-29T04:28:48.217Z,171695692821700
"""Martini @ 52kgKkRVv9"" raises to 1.50",2024-05-29T04:28:46.619Z,171695692661900
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:28:43.976Z,171695692397600
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:28:41.615Z,171695692161500
"""rampurge 2 @ SUmXpIp4-U"" posts a big blind of 0.50",2024-05-29T04:28:33.756Z,171695691375607
"""Martini @ 52kgKkRVv9"" posts a small blind of 0.25",2024-05-29T04:28:33.756Z,171695691375606
"Your hand is 8♠, 6♠",2024-05-29T04:28:33.756Z,171695691375602
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (90.54) | #3 ""Bsav @ 5sNMsT5aU2"" (341.72) | #9 ""balls @ BB5N1jkh81"" (90.86) | #10 ""Martini @ 52kgKkRVv9"" (76.96)",2024-05-29T04:28:33.756Z,171695691375601
"-- starting hand #171 (id: hqzvgeitiwa4)  (No Limit Texas Hold'em) (dealer: ""balls @ BB5N1jkh81"") --",2024-05-29T04:28:33.756Z,171695691375600
"""Martini @ 52kgKkRVv9"" shows a A♣, 10♣.",2024-05-29T04:28:31.794Z,171695691179400
"-- ending hand #170 --",2024-05-29T04:28:30.149Z,171695691014902
"""Martini @ 52kgKkRVv9"" collected 0.50 from pot",2024-05-29T04:28:30.149Z,171695691014901
"Uncalled bet of 0.25 returned to ""Martini @ 52kgKkRVv9""",2024-05-29T04:28:30.149Z,171695691014900
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:28:29.276Z,171695690927600
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:28:28.417Z,171695690841700
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:28:25.646Z,171695690564600
"""Martini @ 52kgKkRVv9"" posts a big blind of 0.50",2024-05-29T04:28:22.240Z,171695690224007
"""balls @ BB5N1jkh81"" posts a small blind of 0.25",2024-05-29T04:28:22.240Z,171695690224006
"Your hand is 10♦, 2♣",2024-05-29T04:28:22.240Z,171695690224002
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (90.54) | #3 ""Bsav @ 5sNMsT5aU2"" (341.72) | #9 ""balls @ BB5N1jkh81"" (91.11) | #10 ""Martini @ 52kgKkRVv9"" (76.71)",2024-05-29T04:28:22.240Z,171695690224001
"-- starting hand #170 (id: de9zreg5j5rd)  (No Limit Texas Hold'em) (dealer: ""Bsav @ 5sNMsT5aU2"") --",2024-05-29T04:28:22.240Z,171695690224000
"-- ending hand #169 --",2024-05-29T04:28:19.314Z,171695689931402
"""Martini @ 52kgKkRVv9"" collected 1.25 from pot",2024-05-29T04:28:19.314Z,171695689931401
"Uncalled bet of 1.00 returned to ""Martini @ 52kgKkRVv9""",2024-05-29T04:28:19.314Z,171695689931400
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:28:18.450Z,171695689845000
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:28:14.679Z,171695689467900
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:28:13.717Z,171695689371700
"""Martini @ 52kgKkRVv9"" raises to 1.50",2024-05-29T04:28:12.640Z,171695689264000
"""balls @ BB5N1jkh81"" posts a big blind of 0.50",2024-05-29T04:28:08.593Z,171695688859308
"""Bsav @ 5sNMsT5aU2"" posts a small blind of 0.25",2024-05-29T04:28:08.593Z,171695688859307
"Your hand is 6♠, 4♣",2024-05-29T04:28:08.593Z,171695688859303
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (90.54) | #3 ""Bsav @ 5sNMsT5aU2"" (341.97) | #9 ""balls @ BB5N1jkh81"" (91.61) | #10 ""Martini @ 52kgKkRVv9"" (75.96)",2024-05-29T04:28:08.593Z,171695688859302
"-- starting hand #169 (id: 0b8veroutuin)  (No Limit Texas Hold'em) (dealer: ""rampurge 2 @ SUmXpIp4-U"") --",2024-05-29T04:28:08.593Z,171695688859301
"The player ""Charlie @ yTGy8lZPPH"" stand up with the stack of 91.33.",2024-05-29T04:28:08.593Z,171695688859300
"-- ending hand #168 --",2024-05-29T04:28:05.615Z,171695688561502
"""Charlie @ yTGy8lZPPH"" collected 22.00 from pot",2024-05-29T04:28:05.615Z,171695688561501
"Uncalled bet of 22.00 returned to ""Charlie @ yTGy8lZPPH""",2024-05-29T04:28:05.615Z,171695688561500
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:28:04.796Z,171695688479600
"""Charlie @ yTGy8lZPPH"" bets 22.00",2024-05-29T04:27:54.850Z,171695687485000
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:27:50.550Z,171695687055000
"River: 4♣, 3♣, 7♦, 9♦ [A♥]",2024-05-29T04:27:49.358Z,171695686935800
"""rampurge 2 @ SUmXpIp4-U"" calls 5.50",2024-05-29T04:27:48.536Z,171695686853600
"""Charlie @ yTGy8lZPPH"" bets 5.50",2024-05-29T04:27:46.045Z,171695686604500
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:27:42.049Z,171695686204900
"Turn: 4♣, 3♣, 7♦ [9♦]",2024-05-29T04:27:40.746Z,171695686074600
"""Charlie @ yTGy8lZPPH"" calls 2.75",2024-05-29T04:27:39.849Z,171695685984900
"""rampurge 2 @ SUmXpIp4-U"" bets 2.75",2024-05-29T04:27:37.199Z,171695685719900
"Flop:  [4♣, 3♣, 7♦]",2024-05-29T04:27:34.328Z,171695685432800
"""Charlie @ yTGy8lZPPH"" calls 2.50",2024-05-29T04:27:33.394Z,171695685339400
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:27:32.532Z,171695685253200
"""rampurge 2 @ SUmXpIp4-U"" raises to 2.50",2024-05-29T04:27:30.302Z,171695685030200
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:27:26.990Z,171695684699000
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:27:24.462Z,171695684446200
"""Charlie @ yTGy8lZPPH"" calls 0.50",2024-05-29T04:27:21.536Z,171695684153600
"""Bsav @ 5sNMsT5aU2"" posts a big blind of 0.50",2024-05-29T04:27:18.287Z,171695683828708
"""rampurge 2 @ SUmXpIp4-U"" posts a small blind of 0.25",2024-05-29T04:27:18.287Z,171695683828707
"Your hand is Q♠, A♣",2024-05-29T04:27:18.287Z,171695683828702
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (101.29) | #3 ""Bsav @ 5sNMsT5aU2"" (342.47) | #8 ""Charlie @ yTGy8lZPPH"" (80.08) | #9 ""balls @ BB5N1jkh81"" (91.61) | #10 ""Martini @ 52kgKkRVv9"" (75.96)",2024-05-29T04:27:18.287Z,171695683828701
"-- starting hand #168 (id: jy4mauzt5czc)  (No Limit Texas Hold'em) (dealer: ""Martini @ 52kgKkRVv9"") --",2024-05-29T04:27:18.287Z,171695683828700
"-- ending hand #167 --",2024-05-29T04:27:15.278Z,171695683527803
"""rampurge 2 @ SUmXpIp4-U"" shows a 7♥, 2♦.",2024-05-29T04:27:15.278Z,171695683527802
"""balls @ BB5N1jkh81"" collected 2.50 from pot with Two Pair, Q's & 10's (combination: Q♣, Q♠, 10♥, 10♦, J♦)",2024-05-29T04:27:15.278Z,171695683527801
"""balls @ BB5N1jkh81"" shows a 10♥, 10♦.",2024-05-29T04:27:15.278Z,171695683527800
"""balls @ BB5N1jkh81"" checks",2024-05-29T04:27:14.405Z,171695683440500
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:27:04.678Z,171695682467800
"River: 2♠, Q♣, Q♠, J♦ [3♥]",2024-05-29T04:27:03.709Z,171695682370900
"""balls @ BB5N1jkh81"" checks",2024-05-29T04:27:02.813Z,171695682281300
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:27:00.945Z,171695682094500
"Turn: 2♠, Q♣, Q♠ [J♦]",2024-05-29T04:26:58.896Z,171695681889600
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:26:58.088Z,171695681808800
"""balls @ BB5N1jkh81"" calls 0.50",2024-05-29T04:26:51.618Z,171695681161800
"""rampurge 2 @ SUmXpIp4-U"" bets 0.50",2024-05-29T04:26:43.272Z,171695680327200
"""Martini @ 52kgKkRVv9"" checks",2024-05-29T04:26:40.758Z,171695680075800
"Flop:  [2♠, Q♣, Q♠]",2024-05-29T04:26:37.435Z,171695679743500
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:26:36.558Z,171695679655800
"""Martini @ 52kgKkRVv9"" calls 0.50",2024-05-29T04:26:31.405Z,171695679140500
"""balls @ BB5N1jkh81"" calls 0.50",2024-05-29T04:26:23.631Z,171695678363100
"""Charlie @ yTGy8lZPPH"" folds",2024-05-29T04:26:09.924Z,171695676992400
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:26:08.966Z,171695676896600
"""rampurge 2 @ SUmXpIp4-U"" posts a big blind of 0.50",2024-05-29T04:26:07.054Z,171695676705408
"""Martini @ 52kgKkRVv9"" posts a small blind of 0.25",2024-05-29T04:26:07.054Z,171695676705407
"Your hand is 7♥, 2♦",2024-05-29T04:26:07.054Z,171695676705402
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (102.29) | #3 ""Bsav @ 5sNMsT5aU2"" (342.47) | #8 ""Charlie @ yTGy8lZPPH"" (80.08) | #9 ""balls @ BB5N1jkh81"" (90.11) | #10 ""Martini @ 52kgKkRVv9"" (76.46)",2024-05-29T04:26:07.054Z,171695676705401
"-- starting hand #167 (id: dpszp4ipwfyi)  (No Limit Texas Hold'em) (dealer: ""balls @ BB5N1jkh81"") --",2024-05-29T04:26:07.054Z,171695676705400
"""Bsav @ 5sNMsT5aU2"" shows a 7♥, 6♥.",2024-05-29T04:26:05.832Z,171695676583200
"-- ending hand #166 --",2024-05-29T04:26:03.432Z,171695676343202
"""Bsav @ 5sNMsT5aU2"" collected 9.49 from pot",2024-05-29T04:26:03.432Z,171695676343201
"Uncalled bet of 13.99 returned to ""Bsav @ 5sNMsT5aU2""",2024-05-29T04:26:03.432Z,171695676343200
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:26:02.621Z,171695676262100
"""Bsav @ 5sNMsT5aU2"" bets 13.99",2024-05-29T04:25:55.275Z,171695675527500
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:25:41.902Z,171695674190200
"River: 3♠, 3♥, A♦, 3♦ [K♣]",2024-05-29T04:25:39.396Z,171695673939600
"""Bsav @ 5sNMsT5aU2"" checks",2024-05-29T04:25:38.494Z,171695673849400
"""rampurge 2 @ SUmXpIp4-U"" checks",2024-05-29T04:25:32.018Z,171695673201800
"Turn: 3♠, 3♥, A♦ [3♦]",2024-05-29T04:25:27.557Z,171695672755700
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:25:26.679Z,171695672667900
"""Bsav @ 5sNMsT5aU2"" calls 2.37",2024-05-29T04:25:24.264Z,171695672426400
"""rampurge 2 @ SUmXpIp4-U"" bets 2.37",2024-05-29T04:25:19.550Z,171695671955000
"""Martini @ 52kgKkRVv9"" checks",2024-05-29T04:25:16.716Z,171695671671600
"Flop:  [3♠, 3♥, A♦]",2024-05-29T04:25:14.743Z,171695671474300
"""Martini @ 52kgKkRVv9"" calls 1.50",2024-05-29T04:25:13.925Z,171695671392500
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:25:12.020Z,171695671202000
"""Charlie @ yTGy8lZPPH"" folds",2024-05-29T04:25:10.045Z,171695671004500
"""Bsav @ 5sNMsT5aU2"" calls 1.50",2024-05-29T04:25:07.662Z,171695670766200
"""rampurge 2 @ SUmXpIp4-U"" raises to 1.50",2024-05-29T04:24:59.108Z,171695669910800
"""Martini @ 52kgKkRVv9"" posts a big blind of 0.50",2024-05-29T04:24:56.218Z,171695669621808
"""balls @ BB5N1jkh81"" posts a small blind of 0.25",2024-05-29T04:24:56.218Z,171695669621807
"Your hand is Q♥, 10♣",2024-05-29T04:24:56.218Z,171695669621802
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (106.16) | #3 ""Bsav @ 5sNMsT5aU2"" (336.85) | #8 ""Charlie @ yTGy8lZPPH"" (80.08) | #9 ""balls @ BB5N1jkh81"" (90.36) | #10 ""Martini @ 52kgKkRVv9"" (77.96)",2024-05-29T04:24:56.218Z,171695669621801
"-- starting hand #166 (id: rlfpnjdqsail)  (No Limit Texas Hold'em) (dealer: ""Charlie @ yTGy8lZPPH"") --",2024-05-29T04:24:56.218Z,171695669621800
"-- ending hand #165 --",2024-05-29T04:24:53.291Z,171695669329102
"""balls @ BB5N1jkh81"" collected 0.50 from pot",2024-05-29T04:24:53.291Z,171695669329101
"Uncalled bet of 0.25 returned to ""balls @ BB5N1jkh81""",2024-05-29T04:24:53.291Z,171695669329100
"""Charlie @ yTGy8lZPPH"" folds",2024-05-29T04:24:52.482Z,171695669248200
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:24:51.620Z,171695669162000
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:24:35.712Z,171695667571200
"""Martini @ 52kgKkRVv9"" folds",2024-05-29T04:24:34.787Z,171695667478700
"""balls @ BB5N1jkh81"" posts a big blind of 0.50",2024-05-29T04:24:33.776Z,171695667377608
"""Charlie @ yTGy8lZPPH"" posts a small blind of 0.25",2024-05-29T04:24:33.776Z,171695667377607
"Your hand is 7♥, 2♦",2024-05-29T04:24:33.776Z,171695667377602
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (106.16) | #3 ""Bsav @ 5sNMsT5aU2"" (336.85) | #8 ""Charlie @ yTGy8lZPPH"" (80.33) | #9 ""balls @ BB5N1jkh81"" (90.11) | #10 ""Martini @ 52kgKkRVv9"" (77.96)",2024-05-29T04:24:33.776Z,171695667377601
"-- starting hand #165 (id: tcl2idwdbxtt)  (No Limit Texas Hold'em) (dealer: ""Bsav @ 5sNMsT5aU2"") --",2024-05-29T04:24:33.776Z,171695667377600
"-- ending hand #164 --",2024-05-29T04:24:30.773Z,171695667077302
"""Martini @ 52kgKkRVv9"" collected 3.25 from pot",2024-05-29T04:24:30.773Z,171695667077301
"Uncalled bet of 2.12 returned to ""Martini @ 52kgKkRVv9""",2024-05-29T04:24:30.773Z,171695667077300
"""Charlie @ yTGy8lZPPH"" folds",2024-05-29T04:24:29.868Z,171695666986800
"""Martini @ 52kgKkRVv9"" bets 2.12",2024-05-29T04:24:28.355Z,171695666835500
"""Charlie @ yTGy8lZPPH"" checks",2024-05-29T04:24:20.885Z,171695666088500
"Flop:  [J♠, 10♥, 2♠]",2024-05-29T04:24:19.427Z,171695665942700
"""Charlie @ yTGy8lZPPH"" calls 1.50",2024-05-29T04:24:18.587Z,171695665858700
"""Bsav @ 5sNMsT5aU2"" folds",2024-05-29T04:24:15.465Z,171695665546500
"""rampurge 2 @ SUmXpIp4-U"" folds",2024-05-29T04:24:14.613Z,171695665461300
"""Martini @ 52kgKkRVv9"" raises to 1.50",2024-05-29T04:24:13.179Z,171695665317900
"""balls @ BB5N1jkh81"" folds",2024-05-29T04:24:09.184Z,171695664918400
"""Charlie @ yTGy8lZPPH"" posts a big blind of 0.50",2024-05-29T04:24:07.357Z,171695664735708
"""Bsav @ 5sNMsT5aU2"" posts a small blind of 0.25",2024-05-29T04:24:07.357Z,171695664735707
"Your hand is 7♦, A♣",2024-05-29T04:24:07.357Z,171695664735702
"Player stacks: #2 ""rampurge 2 @ SUmXpIp4-U"" (106.16) | #3 ""Bsav @ 5sNMsT5aU2"" (337.10) | #8 ""Charlie @ yTGy8lZPPH"" (81.83) | #9 ""balls @ BB5N1jkh81"" (90.11) | #10 ""Martini @ 52kgKkRVv9"" (76.21)",2024-05-29T04:24:07.357Z,171695664735701
"-- starting hand #164 (id: lbijzekqdclp)  (No Limit Texas Hold'em) (dealer: ""rampurge 2 @ SUmXpIp4-U"") --",2024-05-29T04:24:07.357Z,171695664735700
"-- ending hand #163 --",2024-05-29T04:24:04.418Z,171695664441802
