entry,at,order
"""Instinct @ YQLJRr1R3W"" checks",2024-05-28T21:49:07.287Z,171693294728700
"Flop:  [3♦, 6♦, J♣]",2024-05-28T21:49:06.396Z,171693294639600
"""Instinct @ YQLJRr1R3W"" calls 3.00",2024-05-28T21:49:05.542Z,171693294554200
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:49:04.597Z,171693294459700
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:49:03.681Z,171693294368100
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:49:02.783Z,171693294278300
"""sean @ _Jop1SHAcx"" calls 3.00",2024-05-28T21:49:01.866Z,171693294186600
"""rbd @ i9QjFAKSgr"" raises to 3.00",2024-05-28T21:48:56.544Z,171693293654400
"""Instinct @ YQLJRr1R3W"" calls 1.00",2024-05-28T21:48:50.492Z,171693293049200
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:48:49.550Z,171693292955000
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:48:48.507Z,171693292850700
"""rampurge @ SUmXpIp4-U"" posts a big blind of 1.00",2024-05-28T21:48:46.306Z,171693292630611
"""ttt @ 4BgyrxeC36"" posts a small blind of 0.50",2024-05-28T21:48:46.306Z,171693292630610
"Your hand is 8♣, 6♠",2024-05-28T21:48:46.306Z,171693292630606
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (211.40) | #2 ""sean @ _Jop1SHAcx"" (198.50) | #4 ""gg @ 3MTWnFXimt"" (91.25) | #5 ""ttt @ 4BgyrxeC36"" (1570.59) | #6 ""rampurge @ SUmXpIp4-U"" (162.88) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (260.00) | #10 ""Instinct @ YQLJRr1R3W"" (145.47)",2024-05-28T21:48:46.306Z,171693292630601
"-- starting hand #319 (id: qcvenslz2mti)  (No Limit Texas Hold'em) (dealer: ""gg @ 3MTWnFXimt"") --",2024-05-28T21:48:46.306Z,171693292630600
"-- ending hand #318 --",2024-05-28T21:48:43.364Z,171693292336402
"""al @ YSDCeva8ZN"" collected 2.50 from pot",2024-05-28T21:48:43.364Z,171693292336401
"Uncalled bet of 2.00 returned to ""al @ YSDCeva8ZN""",2024-05-28T21:48:43.364Z,171693292336400
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:48:42.505Z,171693292250500
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:48:39.350Z,171693291935000
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:48:38.457Z,171693291845700
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:48:37.553Z,171693291755300
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:48:36.670Z,171693291667000
"""al @ YSDCeva8ZN"" raises to 3.00",2024-05-28T21:48:35.682Z,171693291568200
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:48:31.001Z,171693291100100
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:48:29.669Z,171693290966900
"""ttt @ 4BgyrxeC36"" posts a big blind of 1.00",2024-05-28T21:48:28.498Z,171693290849811
"""gg @ 3MTWnFXimt"" posts a small blind of 0.50",2024-05-28T21:48:28.498Z,171693290849810
"Your hand is K♦, 4♠",2024-05-28T21:48:28.498Z,171693290849806
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (211.40) | #2 ""sean @ _Jop1SHAcx"" (198.50) | #4 ""gg @ 3MTWnFXimt"" (91.75) | #5 ""ttt @ 4BgyrxeC36"" (1571.59) | #6 ""rampurge @ SUmXpIp4-U"" (162.88) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (258.50) | #10 ""Instinct @ YQLJRr1R3W"" (145.47)",2024-05-28T21:48:28.498Z,171693290849801
"-- starting hand #318 (id: vtzp62mao9p1)  (No Limit Texas Hold'em) (dealer: ""sean @ _Jop1SHAcx"") --",2024-05-28T21:48:28.498Z,171693290849800
"-- ending hand #317 --",2024-05-28T21:48:25.589Z,171693290558902
"""al @ YSDCeva8ZN"" collected 25.50 from pot",2024-05-28T21:48:25.589Z,171693290558901
"Uncalled bet of 18.00 returned to ""al @ YSDCeva8ZN""",2024-05-28T21:48:25.589Z,171693290558900
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:48:24.787Z,171693290478700
"""al @ YSDCeva8ZN"" raises to 30.00",2024-05-28T21:47:59.385Z,171693287938500
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:47:44.698Z,171693286469800
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:47:43.695Z,171693286369500
"""rbd @ i9QjFAKSgr"" raises to 12.00",2024-05-28T21:47:42.852Z,171693286285200
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:47:36.904Z,171693285690400
"""al @ YSDCeva8ZN"" raises to 3.00",2024-05-28T21:47:35.968Z,171693285596800
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:47:31.286Z,171693285128600
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:47:30.307Z,171693285030700
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:47:29.275Z,171693284927500
"""gg @ 3MTWnFXimt"" posts a big blind of 1.00",2024-05-28T21:47:25.202Z,171693284520211
"""sean @ _Jop1SHAcx"" posts a small blind of 0.50",2024-05-28T21:47:25.202Z,171693284520210
"Your hand is 5♦, 8♠",2024-05-28T21:47:25.202Z,171693284520206
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (223.40) | #2 ""sean @ _Jop1SHAcx"" (199.00) | #4 ""gg @ 3MTWnFXimt"" (92.75) | #5 ""ttt @ 4BgyrxeC36"" (1571.59) | #6 ""rampurge @ SUmXpIp4-U"" (162.88) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (245.00) | #10 ""Instinct @ YQLJRr1R3W"" (145.47)",2024-05-28T21:47:25.202Z,171693284520201
"-- starting hand #317 (id: ewj9psz4qylp)  (No Limit Texas Hold'em) (dealer: ""rbd @ i9QjFAKSgr"") --",2024-05-28T21:47:25.202Z,171693284520200
"-- ending hand #316 --",2024-05-28T21:47:22.196Z,171693284219602
"""rampurge @ SUmXpIp4-U"" collected 124.00 from pot",2024-05-28T21:47:22.196Z,171693284219601
"Uncalled bet of 38.88 returned to ""rampurge @ SUmXpIp4-U""",2024-05-28T21:47:22.196Z,171693284219600
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:47:21.314Z,171693284131400
"""rampurge @ SUmXpIp4-U"" bets 38.88 and go all in",2024-05-28T21:46:57.969Z,171693281796900
"River: 7♣, 8♥, K♣, 10♥ [4♣]",2024-05-28T21:46:54.232Z,171693281423200
"""Instinct @ YQLJRr1R3W"" calls 48.25",2024-05-28T21:46:53.384Z,171693281338400
"""rampurge @ SUmXpIp4-U"" raises to 48.25",2024-05-28T21:46:40.359Z,171693280035900
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:46:31.009Z,171693279100900
"""Instinct @ YQLJRr1R3W"" bets 15.75",2024-05-28T21:46:27.901Z,171693278790100
"""rampurge @ SUmXpIp4-U"" checks",2024-05-28T21:46:22.887Z,171693278288700
"""sean @ _Jop1SHAcx"" checks",2024-05-28T21:46:13.995Z,171693277399500
"Turn: 7♣, 8♥, K♣ [10♥]",2024-05-28T21:46:12.092Z,171693277209200
"""sean @ _Jop1SHAcx"" calls 5.50",2024-05-28T21:46:11.256Z,171693277125600
"""Instinct @ YQLJRr1R3W"" calls 5.50",2024-05-28T21:46:07.037Z,171693276703700
"""rampurge @ SUmXpIp4-U"" bets 5.50",2024-05-28T21:46:05.502Z,171693276550200
"""sean @ _Jop1SHAcx"" checks",2024-05-28T21:46:00.622Z,171693276062200
"Flop:  [7♣, 8♥, K♣]",2024-05-28T21:45:59.864Z,171693275986400
"""sean @ _Jop1SHAcx"" calls 3.50",2024-05-28T21:45:59.010Z,171693275901000
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:45:54.412Z,171693275441200
"""Instinct @ YQLJRr1R3W"" calls 3.50",2024-05-28T21:45:53.542Z,171693275354200
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:45:52.581Z,171693275258100
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:45:51.582Z,171693275158200
"""rampurge @ SUmXpIp4-U"" raises to 3.50",2024-05-28T21:45:50.614Z,171693275061400
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:45:48.045Z,171693274804500
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:45:43.283Z,171693274328300
"""sean @ _Jop1SHAcx"" posts a big blind of 1.00",2024-05-28T21:45:41.801Z,171693274180111
"""rbd @ i9QjFAKSgr"" posts a small blind of 0.50",2024-05-28T21:45:41.801Z,171693274180110
"Your hand is 10♦, 10♣",2024-05-28T21:45:41.801Z,171693274180106
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (223.90) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #4 ""gg @ 3MTWnFXimt"" (92.75) | #5 ""ttt @ 4BgyrxeC36"" (1571.59) | #6 ""rampurge @ SUmXpIp4-U"" (96.13) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (245.00) | #10 ""Instinct @ YQLJRr1R3W"" (202.72)",2024-05-28T21:45:41.801Z,171693274180101
"-- starting hand #316 (id: kbbufpinbrtt)  (No Limit Texas Hold'em) (dealer: ""Instinct @ YQLJRr1R3W"") --",2024-05-28T21:45:41.801Z,171693274180100
"-- ending hand #315 --",2024-05-28T21:45:38.891Z,171693273889102
"""rbd @ i9QjFAKSgr"" collected 67.50 from pot",2024-05-28T21:45:38.891Z,171693273889101
"Uncalled bet of 15.00 returned to ""rbd @ i9QjFAKSgr""",2024-05-28T21:45:38.891Z,171693273889100
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:45:38.071Z,171693273807100
"""rbd @ i9QjFAKSgr"" bets 15.00",2024-05-28T21:45:19.204Z,171693271920400
"""Instinct @ YQLJRr1R3W"" checks",2024-05-28T21:45:11.915Z,171693271191500
"Flop:  [2♠, 7♥, 3♥]",2024-05-28T21:45:09.973Z,171693270997300
"""Instinct @ YQLJRr1R3W"" calls 30.00",2024-05-28T21:45:09.128Z,171693270912800
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:45:07.753Z,171693270775300
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:45:06.854Z,171693270685400
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:45:05.961Z,171693270596100
"""rbd @ i9QjFAKSgr"" raises to 30.00",2024-05-28T21:45:04.577Z,171693270457700
"""Instinct @ YQLJRr1R3W"" raises to 12.50",2024-05-28T21:44:54.841Z,171693269484100
"""al @ YSDCeva8ZN"" calls 2.50",2024-05-28T21:44:51.063Z,171693269106300
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:44:47.231Z,171693268723100
"""rampurge @ SUmXpIp4-U"" calls 2.50",2024-05-28T21:44:46.333Z,171693268633300
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:44:45.214Z,171693268521400
"""gg @ 3MTWnFXimt"" raises to 2.50",2024-05-28T21:44:44.190Z,171693268419000
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:44:41.443Z,171693268144300
"""rbd @ i9QjFAKSgr"" posts a big blind of 1.00",2024-05-28T21:44:39.423Z,171693267942312
"""Instinct @ YQLJRr1R3W"" posts a small blind of 0.50",2024-05-28T21:44:39.423Z,171693267942311
"Your hand is K♠, 9♠",2024-05-28T21:44:39.423Z,171693267942307
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (186.40) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #4 ""gg @ 3MTWnFXimt"" (95.25) | #5 ""ttt @ 4BgyrxeC36"" (1571.59) | #6 ""rampurge @ SUmXpIp4-U"" (98.63) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (247.50) | #10 ""Instinct @ YQLJRr1R3W"" (232.72)",2024-05-28T21:44:39.423Z,171693267942302
"-- starting hand #315 (id: 1dvpppzfrgge)  (No Limit Texas Hold'em) (dealer: ""al @ YSDCeva8ZN"") --",2024-05-28T21:44:39.423Z,171693267942301
"The player ""Adurrrr @ XnUsg-Ux8p"" quits the game with a stack of 1158.50.",2024-05-28T21:44:39.423Z,171693267942300
"-- ending hand #314 --",2024-05-28T21:44:36.413Z,171693267641302
"""Instinct @ YQLJRr1R3W"" collected 30.00 from pot",2024-05-28T21:44:36.413Z,171693267641301
"Uncalled bet of 15.00 returned to ""Instinct @ YQLJRr1R3W""",2024-05-28T21:44:36.413Z,171693267641300
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:44:35.510Z,171693267551000
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:44:34.579Z,171693267457900
"""Adurrrr @ XnUsg-Ux8p"" folds",2024-05-28T21:44:32.217Z,171693267221700
"""Instinct @ YQLJRr1R3W"" raises to 22.50",2024-05-28T21:44:31.377Z,171693267137700
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:44:24.905Z,171693266490500
"""rampurge @ SUmXpIp4-U"" bets 7.50",2024-05-28T21:44:23.193Z,171693266319300
"""ttt @ 4BgyrxeC36"" checks",2024-05-28T21:44:19.010Z,171693265901000
"""Adurrrr @ XnUsg-Ux8p"" checks",2024-05-28T21:44:11.988Z,171693265198800
"""Instinct @ YQLJRr1R3W"" checks",2024-05-28T21:44:10.406Z,171693265040600
"""al @ YSDCeva8ZN"" checks",2024-05-28T21:44:07.678Z,171693264767800
"Flop:  [8♣, 5♣, 9♣]",2024-05-28T21:44:04.048Z,171693264404800
"""Instinct @ YQLJRr1R3W"" calls 3.00",2024-05-28T21:44:03.233Z,171693264323300
"""al @ YSDCeva8ZN"" calls 3.00",2024-05-28T21:44:02.145Z,171693264214500
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:43:58.885Z,171693263888500
"""rampurge @ SUmXpIp4-U"" calls 3.00",2024-05-28T21:43:56.068Z,171693263606800
"""ttt @ 4BgyrxeC36"" calls 3.00",2024-05-28T21:43:54.307Z,171693263430700
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:43:49.330Z,171693262933000
"""Adurrrr @ XnUsg-Ux8p"" raises to 3.00",2024-05-28T21:43:48.415Z,171693262841500
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:43:45.868Z,171693262586800
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:43:44.955Z,171693262495500
"""Instinct @ YQLJRr1R3W"" posts a big blind of 1.00",2024-05-28T21:43:41.540Z,171693262154012
"""al @ YSDCeva8ZN"" posts a small blind of 0.50",2024-05-28T21:43:41.540Z,171693262154011
"Your hand is Q♦, J♣",2024-05-28T21:43:41.540Z,171693262154007
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (186.40) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #3 ""Adurrrr @ XnUsg-Ux8p"" (1161.50) | #4 ""gg @ 3MTWnFXimt"" (95.25) | #5 ""ttt @ 4BgyrxeC36"" (1574.59) | #6 ""rampurge @ SUmXpIp4-U"" (109.13) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (250.50) | #10 ""Instinct @ YQLJRr1R3W"" (213.22)",2024-05-28T21:43:41.540Z,171693262154001
"-- starting hand #314 (id: 4cpwzk5cnw70)  (No Limit Texas Hold'em) (dealer: ""arnav @ 2Ad_lqR7T8"") --",2024-05-28T21:43:41.540Z,171693262154000
"-- ending hand #313 --",2024-05-28T21:43:38.628Z,171693261862802
"""rampurge @ SUmXpIp4-U"" collected 2.50 from pot",2024-05-28T21:43:38.628Z,171693261862801
"Uncalled bet of 2.50 returned to ""rampurge @ SUmXpIp4-U""",2024-05-28T21:43:38.628Z,171693261862800
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:43:37.806Z,171693261780600
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:43:36.096Z,171693261609600
"""rampurge @ SUmXpIp4-U"" raises to 3.50",2024-05-28T21:43:35.227Z,171693261522700
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:43:32.735Z,171693261273500
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:43:20.611Z,171693260061100
"""Adurrrr @ XnUsg-Ux8p"" folds",2024-05-28T21:43:19.717Z,171693259971700
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:43:15.762Z,171693259576200
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:43:14.864Z,171693259486400
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:43:11.924Z,171693259192400
"""al @ YSDCeva8ZN"" posts a big blind of 1.00",2024-05-28T21:43:03.998Z,171693258399812
"""arnav @ 2Ad_lqR7T8"" posts a small blind of 0.50",2024-05-28T21:43:03.998Z,171693258399811
"Your hand is A♥, 10♦",2024-05-28T21:43:03.998Z,171693258399807
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (186.40) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #3 ""Adurrrr @ XnUsg-Ux8p"" (1161.50) | #4 ""gg @ 3MTWnFXimt"" (95.25) | #5 ""ttt @ 4BgyrxeC36"" (1574.59) | #6 ""rampurge @ SUmXpIp4-U"" (107.63) | #7 ""arnav @ 2Ad_lqR7T8"" (150.50) | #9 ""al @ YSDCeva8ZN"" (251.50) | #10 ""Instinct @ YQLJRr1R3W"" (213.22)",2024-05-28T21:43:03.998Z,171693258399801
"-- starting hand #313 (id: xrdsyzhfuph5)  (No Limit Texas Hold'em) (dealer: ""rampurge @ SUmXpIp4-U"") --",2024-05-28T21:43:03.998Z,171693258399800
"-- ending hand #312 --",2024-05-28T21:43:01.024Z,171693258102402
"""arnav @ 2Ad_lqR7T8"" collected 1.00 from pot",2024-05-28T21:43:01.024Z,171693258102401
"Uncalled bet of 0.50 returned to ""arnav @ 2Ad_lqR7T8""",2024-05-28T21:43:01.024Z,171693258102400
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:43:00.215Z,171693258021500
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:42:59.306Z,171693257930600
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:42:45.977Z,171693256597700
"""Adurrrr @ XnUsg-Ux8p"" folds",2024-05-28T21:42:45.054Z,171693256505400
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:42:44.127Z,171693256412700
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:42:43.282Z,171693256328200
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:42:40.319Z,171693256031900
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:42:38.621Z,171693255862100
"""arnav @ 2Ad_lqR7T8"" posts a big blind of 1.00",2024-05-28T21:42:36.691Z,171693255669112
"""rampurge @ SUmXpIp4-U"" posts a small blind of 0.50",2024-05-28T21:42:36.691Z,171693255669111
"Your hand is J♠, 6♣",2024-05-28T21:42:36.691Z,171693255669107
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (186.40) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #3 ""Adurrrr @ XnUsg-Ux8p"" (1161.50) | #4 ""gg @ 3MTWnFXimt"" (95.25) | #5 ""ttt @ 4BgyrxeC36"" (1574.59) | #6 ""rampurge @ SUmXpIp4-U"" (108.13) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (251.50) | #10 ""Instinct @ YQLJRr1R3W"" (213.22)",2024-05-28T21:42:36.691Z,171693255669101
"-- starting hand #312 (id: puwd94bx6xr6)  (No Limit Texas Hold'em) (dealer: ""ttt @ 4BgyrxeC36"") --",2024-05-28T21:42:36.691Z,171693255669100
"-- ending hand #311 --",2024-05-28T21:42:33.770Z,171693255377002
"""rbd @ i9QjFAKSgr"" collected 38.50 from pot",2024-05-28T21:42:33.770Z,171693255377001
"Uncalled bet of 28.87 returned to ""rbd @ i9QjFAKSgr""",2024-05-28T21:42:33.770Z,171693255377000
"""Adurrrr @ XnUsg-Ux8p"" folds",2024-05-28T21:42:32.962Z,171693255296200
"""rbd @ i9QjFAKSgr"" bets 28.87",2024-05-28T21:42:32.066Z,171693255206600
"Turn: 3♦, 4♣, 8♦ [K♣]",2024-05-28T21:42:16.519Z,171693253651900
"""Adurrrr @ XnUsg-Ux8p"" checks",2024-05-28T21:42:15.698Z,171693253569800
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T21:42:12.279Z,171693253227900
"Flop:  [3♦, 4♣, 8♦]",2024-05-28T21:42:04.510Z,171693252451000
"""Adurrrr @ XnUsg-Ux8p"" calls 18.50",2024-05-28T21:42:03.673Z,171693252367300
"""rbd @ i9QjFAKSgr"" raises to 18.50",2024-05-28T21:42:00.947Z,171693252094700
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:41:48.340Z,171693250834000
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:41:47.429Z,171693250742900
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:41:44.809Z,171693250480900
"""Adurrrr @ XnUsg-Ux8p"" raises to 7.50",2024-05-28T21:41:43.878Z,171693250387800
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:41:39.073Z,171693249907300
"""rbd @ i9QjFAKSgr"" raises to 2.00",2024-05-28T21:41:38.171Z,171693249817100
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:41:36.080Z,171693249608000
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:41:29.517Z,171693248951700
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:41:28.583Z,171693248858300
"""rampurge @ SUmXpIp4-U"" posts a big blind of 1.00",2024-05-28T21:41:26.618Z,171693248661812
"""ttt @ 4BgyrxeC36"" posts a small blind of 0.50",2024-05-28T21:41:26.618Z,171693248661811
"Your hand is 2♠, 8♥",2024-05-28T21:41:26.618Z,171693248661807
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (166.40) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #3 ""Adurrrr @ XnUsg-Ux8p"" (1180.00) | #4 ""gg @ 3MTWnFXimt"" (95.25) | #5 ""ttt @ 4BgyrxeC36"" (1575.09) | #6 ""rampurge @ SUmXpIp4-U"" (109.13) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (251.50) | #10 ""Instinct @ YQLJRr1R3W"" (213.22)",2024-05-28T21:41:26.618Z,171693248661801
"-- starting hand #311 (id: ycapjf35zqx4)  (No Limit Texas Hold'em) (dealer: ""gg @ 3MTWnFXimt"") --",2024-05-28T21:41:26.618Z,171693248661800
"-- ending hand #310 --",2024-05-28T21:41:23.548Z,171693248354804
"""rbd @ i9QjFAKSgr"" shows a 2♣, K♣.",2024-05-28T21:41:23.548Z,171693248354803
"""ttt @ 4BgyrxeC36"" shows a 9♥, J♣.",2024-05-28T21:41:23.548Z,171693248354802
"""Adurrrr @ XnUsg-Ux8p"" collected 14.00 from pot with Two Pair, 5's & 4's (combination: 5♥, 5♦, 4♥, 4♣, Q♦)",2024-05-28T21:41:23.548Z,171693248354801
"""Adurrrr @ XnUsg-Ux8p"" shows a 4♥, 2♥.",2024-05-28T21:41:23.548Z,171693248354800
"""Adurrrr @ XnUsg-Ux8p"" checks",2024-05-28T21:41:22.742Z,171693248274200
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T21:41:21.359Z,171693248135900
"""ttt @ 4BgyrxeC36"" checks",2024-05-28T21:41:14.713Z,171693247471300
"River: 8♥, Q♦, 4♣, 5♥ [5♦]",2024-05-28T21:40:59.936Z,171693245993600
"""Adurrrr @ XnUsg-Ux8p"" checks",2024-05-28T21:40:59.120Z,171693245912000
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T21:40:57.178Z,171693245717800
"""ttt @ 4BgyrxeC36"" checks",2024-05-28T21:40:44.536Z,171693244453600
"Turn: 8♥, Q♦, 4♣ [5♥]",2024-05-28T21:40:39.898Z,171693243989800
"""ttt @ 4BgyrxeC36"" calls 2.50",2024-05-28T21:40:39.017Z,171693243901700
"""Adurrrr @ XnUsg-Ux8p"" calls 2.50",2024-05-28T21:40:32.181Z,171693243218100
"""rbd @ i9QjFAKSgr"" bets 2.50",2024-05-28T21:40:30.452Z,171693243045200
"""ttt @ 4BgyrxeC36"" checks",2024-05-28T21:40:25.745Z,171693242574500
"Flop:  [8♥, Q♦, 4♣]",2024-05-28T21:40:21.462Z,171693242146200
"""ttt @ 4BgyrxeC36"" calls 2.00",2024-05-28T21:40:20.637Z,171693242063700
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:40:16.430Z,171693241643000
"""Adurrrr @ XnUsg-Ux8p"" calls 2.00",2024-05-28T21:40:15.516Z,171693241551600
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:40:09.691Z,171693240969100
"""rbd @ i9QjFAKSgr"" raises to 2.00",2024-05-28T21:40:08.776Z,171693240877600
"""Instinct @ YQLJRr1R3W"" folds",2024-05-28T21:40:01.028Z,171693240102800
"""al @ YSDCeva8ZN"" folds",2024-05-28T21:40:00.117Z,171693240011700
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T21:39:59.124Z,171693239912400
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T21:39:58.232Z,171693239823200
"""ttt @ 4BgyrxeC36"" posts a big blind of 1.00",2024-05-28T21:39:56.225Z,171693239622512
"""gg @ 3MTWnFXimt"" posts a small blind of 0.50",2024-05-28T21:39:56.225Z,171693239622511
"Your hand is 10♥, 6♥",2024-05-28T21:39:56.225Z,171693239622507
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (170.90) | #2 ""sean @ _Jop1SHAcx"" (208.00) | #3 ""Adurrrr @ XnUsg-Ux8p"" (1170.50) | #4 ""gg @ 3MTWnFXimt"" (95.75) | #5 ""ttt @ 4BgyrxeC36"" (1579.59) | #6 ""rampurge @ SUmXpIp4-U"" (109.13) | #7 ""arnav @ 2Ad_lqR7T8"" (150.00) | #9 ""al @ YSDCeva8ZN"" (251.50) | #10 ""Instinct @ YQLJRr1R3W"" (213.22)",2024-05-28T21:39:56.225Z,171693239622501
"-- starting hand #310 (id: iwzqika7ljwb)  (No Limit Texas Hold'em) (dealer: ""Adurrrr @ XnUsg-Ux8p"") --",2024-05-28T21:39:56.225Z,171693239622500
"-- ending hand #309 --",2024-05-28T21:39:53.223Z,171693239322302
"""Instinct @ YQLJRr1R3W"" collected 15.50 from pot",2024-05-28T21:39:53.223Z,171693239322301
"Uncalled bet of 10.62 returned to ""Instinct @ YQLJRr1R3W""",2024-05-28T21:39:53.223Z,171693239322300
"""ttt @ 4BgyrxeC36"" folds",2024-05-28T21:39:52.415Z,171693239241500
"""Instinct @ YQLJRr1R3W"" bets 10.62",2024-05-28T21:39:40.054Z,171693238005400
"""ttt @ 4BgyrxeC36"" checks",2024-05-28T21:39:36.622Z,171693237662200
"Flop:  [8♥, K♣, Q♥]",2024-05-28T21:39:30.496Z,171693237049600
"""ttt @ 4BgyrxeC36"" calls 7.00",2024-05-28T21:39:29.689Z,171693236968900
"""gg @ 3MTWnFXimt"" folds",2024-05-28T21:39:25.910Z,171693236591000
"""Adurrrr @ XnUsg-Ux8p"" folds",2024-05-28T21:39:24.922Z,171693236492200
"""sean @ _Jop1SHAcx"" folds",2024-05-28T21:39:22.090Z,171693236209000
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T21:39:21.208Z,171693236120800
"""Instinct @ YQLJRr1R3W"" raises to 7.00",2024-05-28T21:39:20.301Z,171693236030100
