entry,at,order
"""gg @ 3MTWnFXimt"" bets 14.75",2024-05-28T22:36:24.473Z,171693578447300
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T22:36:19.681Z,171693577968100
"Turn: 6♠, A♠, 9♠ [4♣]",2024-05-28T22:36:17.129Z,171693577712900
"""rbd @ i9QjFAKSgr"" calls 6.00",2024-05-28T22:36:16.313Z,171693577631300
"""gg @ 3MTWnFXimt"" bets 6.00",2024-05-28T22:36:09.696Z,171693576969600
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T22:36:04.720Z,171693576472000
"Flop:  [6♠, A♠, 9♠]",2024-05-28T22:36:01.164Z,171693576116400
"""rbd @ i9QjFAKSgr"" calls 8.00",2024-05-28T22:36:00.347Z,171693576034700
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:35:58.317Z,171693575831700
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:35:52.840Z,171693575284000
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:35:51.865Z,171693575186500
"""gg @ 3MTWnFXimt"" raises to 8.00",2024-05-28T22:35:50.960Z,171693575096000
"""rbd @ i9QjFAKSgr"" raises to 2.00",2024-05-28T22:35:45.790Z,171693574579000
"""al @ YSDCeva8ZN"" posts a big blind of 1.00",2024-05-28T22:35:43.707Z,171693574370708
"""arnav @ 2Ad_lqR7T8"" posts a small blind of 0.50",2024-05-28T22:35:43.707Z,171693574370707
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (261.27) | #4 ""gg @ 3MTWnFXimt"" (85.25) | #5 ""bbb @ XIdYl9Rz6c"" (146.75) | #7 ""arnav @ 2Ad_lqR7T8"" (320.75) | #9 ""al @ YSDCeva8ZN"" (229.26)",2024-05-28T22:35:43.707Z,171693574370701
"-- starting hand #370 (id: x8t7opblgae0)  (No Limit Texas Hold'em) (dealer: ""bbb @ XIdYl9Rz6c"") --",2024-05-28T22:35:43.707Z,171693574370700
"-- ending hand #369 --",2024-05-28T22:35:40.772Z,171693574077202
"""gg @ 3MTWnFXimt"" collected 7.00 from pot",2024-05-28T22:35:40.772Z,171693574077201
"Uncalled bet of 3.00 returned to ""gg @ 3MTWnFXimt""",2024-05-28T22:35:40.772Z,171693574077200
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:35:39.958Z,171693573995800
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:35:37.815Z,171693573781500
"""gg @ 3MTWnFXimt"" bets 3.00",2024-05-28T22:35:36.143Z,171693573614300
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T22:35:29.316Z,171693572931600
"""bbb @ XIdYl9Rz6c"" checks",2024-05-28T22:35:26.684Z,171693572668400
"Flop:  [6♦, 8♥, 4♣]",2024-05-28T22:35:24.751Z,171693572475100
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:35:23.946Z,171693572394600
"""bbb @ XIdYl9Rz6c"" calls 2.00",2024-05-28T22:35:21.644Z,171693572164400
"""gg @ 3MTWnFXimt"" calls 2.00",2024-05-28T22:35:20.327Z,171693572032700
"""rbd @ i9QjFAKSgr"" raises to 2.00",2024-05-28T22:35:16.500Z,171693571650000
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:35:05.834Z,171693570583400
"""arnav @ 2Ad_lqR7T8"" posts a big blind of 1.00",2024-05-28T22:35:04.660Z,171693570466009
"""bbb @ XIdYl9Rz6c"" posts a small blind of 0.50",2024-05-28T22:35:04.660Z,171693570466008
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (263.27) | #4 ""gg @ 3MTWnFXimt"" (80.25) | #5 ""bbb @ XIdYl9Rz6c"" (148.75) | #7 ""arnav @ 2Ad_lqR7T8"" (321.75) | #9 ""al @ YSDCeva8ZN"" (229.26)",2024-05-28T22:35:04.660Z,171693570466002
"-- starting hand #369 (id: ur9mnijmjnyr)  (No Limit Texas Hold'em) (dealer: ""gg @ 3MTWnFXimt"") --",2024-05-28T22:35:04.660Z,171693570466001
"The player ""rampurge @ SUmXpIp4-U"" stand up with the stack of 289.47.",2024-05-28T22:35:04.660Z,171693570466000
"-- ending hand #368 --",2024-05-28T22:35:01.728Z,171693570172802
"""gg @ 3MTWnFXimt"" collected 8.50 from pot",2024-05-28T22:35:01.728Z,171693570172801
"Uncalled bet of 8.50 returned to ""gg @ 3MTWnFXimt""",2024-05-28T22:35:01.728Z,171693570172800
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:35:00.903Z,171693570090300
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:34:58.365Z,171693569836500
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:34:55.399Z,171693569539900
"""gg @ 3MTWnFXimt"" raises to 11.00",2024-05-28T22:34:51.341Z,171693569134100
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:34:46.759Z,171693568675900
"""al @ YSDCeva8ZN"" calls 2.50",2024-05-28T22:34:45.863Z,171693568586300
"""arnav @ 2Ad_lqR7T8"" raises to 2.50",2024-05-28T22:34:42.122Z,171693568212200
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:34:39.036Z,171693567903600
"""bbb @ XIdYl9Rz6c"" posts a big blind of 1.00",2024-05-28T22:34:37.105Z,171693567710509
"""gg @ 3MTWnFXimt"" posts a small blind of 0.50",2024-05-28T22:34:37.105Z,171693567710508
"Your hand is 6♦, 7♦",2024-05-28T22:34:37.105Z,171693567710505
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (263.27) | #4 ""gg @ 3MTWnFXimt"" (74.25) | #5 ""bbb @ XIdYl9Rz6c"" (149.75) | #6 ""rampurge @ SUmXpIp4-U"" (289.47) | #7 ""arnav @ 2Ad_lqR7T8"" (324.25) | #9 ""al @ YSDCeva8ZN"" (231.76)",2024-05-28T22:34:37.105Z,171693567710501
"-- starting hand #368 (id: mikz3xci3hkm)  (No Limit Texas Hold'em) (dead button) --",2024-05-28T22:34:37.105Z,171693567710500
"""rampurge @ SUmXpIp4-U"" shows a 10♣, 10♥.",2024-05-28T22:34:34.600Z,171693567460000
"-- ending hand #367 --",2024-05-28T22:34:33.354Z,171693567335402
"""bbb @ XIdYl9Rz6c"" collected 114.00 from pot with Straight, A High (combination: A♣, K♥, Q♠, J♣, 10♠)",2024-05-28T22:34:33.354Z,171693567335401
"""bbb @ XIdYl9Rz6c"" shows a J♣, Q♠.",2024-05-28T22:34:33.354Z,171693567335400
"""rampurge @ SUmXpIp4-U"" calls 40.00",2024-05-28T22:34:32.548Z,171693567254800
"""bbb @ XIdYl9Rz6c"" bets 40.00",2024-05-28T22:34:18.574Z,171693565857400
"River: 10♠, K♥, A♣, 4♠ [9♣]",2024-05-28T22:34:09.530Z,171693564953000
"""rampurge @ SUmXpIp4-U"" calls 10.00",2024-05-28T22:34:08.676Z,171693564867600
"""bbb @ XIdYl9Rz6c"" bets 10.00",2024-05-28T22:34:04.257Z,171693564425700
"Turn: 10♠, K♥, A♣ [4♠]",2024-05-28T22:33:57.770Z,171693563777000
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:33:56.919Z,171693563691900
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:33:55.972Z,171693563597200
"""rampurge @ SUmXpIp4-U"" calls 3.00",2024-05-28T22:33:53.336Z,171693563333600
"""bbb @ XIdYl9Rz6c"" bets 3.00",2024-05-28T22:33:50.441Z,171693563044100
"""gg @ 3MTWnFXimt"" checks",2024-05-28T22:33:44.778Z,171693562477800
"Flop:  [10♠, K♥, A♣]",2024-05-28T22:33:42.419Z,171693562241900
"""gg @ 3MTWnFXimt"" calls 2.00",2024-05-28T22:33:41.578Z,171693562157800
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:33:38.666Z,171693561866600
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:33:37.770Z,171693561777000
"""arnav @ 2Ad_lqR7T8"" calls 2.00",2024-05-28T22:33:35.135Z,171693561513500
"""rampurge @ SUmXpIp4-U"" calls 2.00",2024-05-28T22:33:29.882Z,171693560988200
"""bbb @ XIdYl9Rz6c"" raises to 2.00",2024-05-28T22:33:28.273Z,171693560827300
"""gg @ 3MTWnFXimt"" posts a big blind of 1.00",2024-05-28T22:33:26.007Z,171693560600710
"Dead Small Blind",2024-05-28T22:33:26.007Z,171693560600709
"Your hand is 10♣, 10♥",2024-05-28T22:33:26.007Z,171693560600706
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (263.27) | #4 ""gg @ 3MTWnFXimt"" (76.25) | #5 ""bbb @ XIdYl9Rz6c"" (90.75) | #6 ""rampurge @ SUmXpIp4-U"" (344.47) | #7 ""arnav @ 2Ad_lqR7T8"" (326.25) | #9 ""al @ YSDCeva8ZN"" (231.76)",2024-05-28T22:33:26.007Z,171693560600702
"-- starting hand #367 (id: grbydyqiffqo)  (No Limit Texas Hold'em) (dealer: ""rbd @ i9QjFAKSgr"") --",2024-05-28T22:33:26.007Z,171693560600701
"The player ""MysteriousMelo @ 91pc2p5UbL"" quits the game with a stack of 0.00.",2024-05-28T22:33:26.007Z,171693560600700
"-- ending hand #366 --",2024-05-28T22:33:23.004Z,171693560300401
"""al @ YSDCeva8ZN"" collected 135.02 from pot with Straight, Q High (combination: Q♥, J♥, 10♦, 9♠, 8♣)",2024-05-28T22:33:23.004Z,171693560300400
"River: 10♦, 8♣, 9♠, 6♠ [J♦]",2024-05-28T22:33:18.930Z,171693559893000
"""al @ YSDCeva8ZN"" shows a Q♥, J♥.",2024-05-28T22:33:14.921Z,171693559492101
"""MysteriousMelo @ 91pc2p5UbL"" shows a 10♥, 7♥.",2024-05-28T22:33:14.921Z,171693559492100
"Some players choose to not run it twice.",2024-05-28T22:33:14.061Z,171693559406101
"""MysteriousMelo @ 91pc2p5UbL"" chooses to not run it twice.",2024-05-28T22:33:14.061Z,171693559406100
"""al @ YSDCeva8ZN"" chooses to  run it twice.",2024-05-28T22:33:13.752Z,171693559375200
"Remaining players decide whether to run it twice.",2024-05-28T22:33:12.440Z,171693559244001
"""MysteriousMelo @ 91pc2p5UbL"" calls 57.51 and go all in",2024-05-28T22:33:12.440Z,171693559244000
"""al @ YSDCeva8ZN"" raises to 57.51",2024-05-28T22:33:10.519Z,171693559051900
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:33:02.512Z,171693558251200
"""MysteriousMelo @ 91pc2p5UbL"" bets 10.00",2024-05-28T22:32:58.249Z,171693557824900
"Turn: 10♦, 8♣, 9♠ [6♠]",2024-05-28T22:32:51.097Z,171693557109700
"""al @ YSDCeva8ZN"" calls 4.00",2024-05-28T22:32:50.273Z,171693557027300
"""arnav @ 2Ad_lqR7T8"" calls 4.00",2024-05-28T22:32:45.590Z,171693556559000
"""MysteriousMelo @ 91pc2p5UbL"" bets 4.00",2024-05-28T22:32:42.100Z,171693556210000
"Flop:  [10♦, 8♣, 9♠]",2024-05-28T22:32:37.884Z,171693555788400
"""MysteriousMelo @ 91pc2p5UbL"" calls 2.50",2024-05-28T22:32:37.009Z,171693555700900
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:32:33.925Z,171693555392500
"""al @ YSDCeva8ZN"" calls 2.50",2024-05-28T22:32:33.017Z,171693555301700
"""arnav @ 2Ad_lqR7T8"" raises to 2.50",2024-05-28T22:32:30.585Z,171693555058500
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:32:27.623Z,171693554762300
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:32:25.578Z,171693554557800
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:32:24.592Z,171693554459200
"""MysteriousMelo @ 91pc2p5UbL"" posts a big blind of 1.00",2024-05-28T22:32:22.865Z,171693554286511
"""rbd @ i9QjFAKSgr"" posts a small blind of 0.50",2024-05-28T22:32:22.865Z,171693554286510
"Your hand is 6♦, 5♠",2024-05-28T22:32:22.865Z,171693554286507
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (263.77) | #3 ""MysteriousMelo @ 91pc2p5UbL"" (64.01) | #4 ""gg @ 3MTWnFXimt"" (76.25) | #5 ""bbb @ XIdYl9Rz6c"" (90.75) | #6 ""rampurge @ SUmXpIp4-U"" (344.47) | #7 ""arnav @ 2Ad_lqR7T8"" (332.75) | #9 ""al @ YSDCeva8ZN"" (160.75)",2024-05-28T22:32:22.865Z,171693554286502
"-- starting hand #366 (id: q9bbu4bfm755)  (No Limit Texas Hold'em) (dealer: ""al @ YSDCeva8ZN"") --",2024-05-28T22:32:22.865Z,171693554286501
"The player ""sean @ _Jop1SHAcx"" stand up with the stack of 300.25.",2024-05-28T22:32:22.865Z,171693554286500
"-- ending hand #365 --",2024-05-28T22:32:19.850Z,171693553985003
"""bbb @ XIdYl9Rz6c"" shows a A♣, J♣.",2024-05-28T22:32:19.850Z,171693553985002
"""al @ YSDCeva8ZN"" collected 63.00 from pot with Pair, 10's (combination: 10♠, 10♦, A♥, K♣, 7♠)",2024-05-28T22:32:19.850Z,171693553985001
"""al @ YSDCeva8ZN"" shows a A♥, 10♠.",2024-05-28T22:32:19.850Z,171693553985000
"""al @ YSDCeva8ZN"" calls 18.00",2024-05-28T22:32:19.032Z,171693553903200
"""bbb @ XIdYl9Rz6c"" bets 18.00",2024-05-28T22:32:14.643Z,171693553464300
"""al @ YSDCeva8ZN"" checks",2024-05-28T22:31:59.494Z,171693551949400
"River: 6♣, 10♦, 7♠, K♣ [3♦]",2024-05-28T22:31:55.023Z,171693551502300
"""bbb @ XIdYl9Rz6c"" checks",2024-05-28T22:31:54.206Z,171693551420600
"""al @ YSDCeva8ZN"" checks",2024-05-28T22:31:52.488Z,171693551248800
"Turn: 6♣, 10♦, 7♠ [K♣]",2024-05-28T22:31:47.302Z,171693550730200
"""bbb @ XIdYl9Rz6c"" calls 9.00",2024-05-28T22:31:46.427Z,171693550642700
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:31:44.582Z,171693550458200
"""al @ YSDCeva8ZN"" raises to 9.00",2024-05-28T22:31:42.652Z,171693550265200
"""bbb @ XIdYl9Rz6c"" bets 3.00",2024-05-28T22:31:33.724Z,171693549372400
"""rbd @ i9QjFAKSgr"" checks",2024-05-28T22:31:28.603Z,171693548860300
"""al @ YSDCeva8ZN"" checks",2024-05-28T22:31:26.913Z,171693548691300
"Flop:  [6♣, 10♦, 7♠]",2024-05-28T22:31:23.488Z,171693548348800
"""rbd @ i9QjFAKSgr"" calls 3.00",2024-05-28T22:31:22.657Z,171693548265700
"""al @ YSDCeva8ZN"" calls 3.00",2024-05-28T22:31:19.811Z,171693547981100
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:31:17.946Z,171693547794600
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:31:16.995Z,171693547699500
"""bbb @ XIdYl9Rz6c"" raises to 3.00",2024-05-28T22:31:05.555Z,171693546555500
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:30:57.518Z,171693545751800
"""MysteriousMelo @ 91pc2p5UbL"" folds",2024-05-28T22:30:56.552Z,171693545655200
"""sean @ _Jop1SHAcx"" folds",2024-05-28T22:30:55.556Z,171693545555600
"""rbd @ i9QjFAKSgr"" posts a big blind of 1.00",2024-05-28T22:30:53.430Z,171693545343011
"""al @ YSDCeva8ZN"" posts a small blind of 0.50",2024-05-28T22:30:53.430Z,171693545343010
"Your hand is 10♥, 6♦",2024-05-28T22:30:53.430Z,171693545343007
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (266.77) | #2 ""sean @ _Jop1SHAcx"" (300.25) | #3 ""MysteriousMelo @ 91pc2p5UbL"" (64.01) | #4 ""gg @ 3MTWnFXimt"" (76.25) | #5 ""bbb @ XIdYl9Rz6c"" (120.75) | #6 ""rampurge @ SUmXpIp4-U"" (344.47) | #7 ""arnav @ 2Ad_lqR7T8"" (332.75) | #9 ""al @ YSDCeva8ZN"" (127.75)",2024-05-28T22:30:53.430Z,171693545343001
"-- starting hand #365 (id: p4m9tgan8lme)  (No Limit Texas Hold'em) (dealer: ""arnav @ 2Ad_lqR7T8"") --",2024-05-28T22:30:53.430Z,171693545343000
"-- ending hand #364 --",2024-05-28T22:30:50.461Z,171693545046102
"""arnav @ 2Ad_lqR7T8"" collected 2.00 from pot",2024-05-28T22:30:50.461Z,171693545046101
"Uncalled bet of 3.00 returned to ""arnav @ 2Ad_lqR7T8""",2024-05-28T22:30:50.461Z,171693545046100
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:30:49.627Z,171693544962700
"""arnav @ 2Ad_lqR7T8"" raises to 4.00",2024-05-28T22:30:47.341Z,171693544734100
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:30:44.195Z,171693544419500
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:30:43.282Z,171693544328200
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:30:35.340Z,171693543534000
"""MysteriousMelo @ 91pc2p5UbL"" folds",2024-05-28T22:30:34.434Z,171693543443400
"""sean @ _Jop1SHAcx"" folds",2024-05-28T22:30:33.452Z,171693543345200
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:30:32.605Z,171693543260500
"""al @ YSDCeva8ZN"" posts a big blind of 1.00",2024-05-28T22:30:30.816Z,171693543081611
"""arnav @ 2Ad_lqR7T8"" posts a small blind of 0.50",2024-05-28T22:30:30.816Z,171693543081610
"Your hand is 6♥, J♥",2024-05-28T22:30:30.816Z,171693543081607
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (266.77) | #2 ""sean @ _Jop1SHAcx"" (300.25) | #3 ""MysteriousMelo @ 91pc2p5UbL"" (64.01) | #4 ""gg @ 3MTWnFXimt"" (76.25) | #5 ""bbb @ XIdYl9Rz6c"" (120.75) | #6 ""rampurge @ SUmXpIp4-U"" (344.47) | #7 ""arnav @ 2Ad_lqR7T8"" (331.75) | #9 ""al @ YSDCeva8ZN"" (128.75)",2024-05-28T22:30:30.816Z,171693543081601
"-- starting hand #364 (id: eocivgiysrby)  (No Limit Texas Hold'em) (dealer: ""rampurge @ SUmXpIp4-U"") --",2024-05-28T22:30:30.816Z,171693543081600
"-- ending hand #363 --",2024-05-28T22:30:27.804Z,171693542780402
"""MysteriousMelo @ 91pc2p5UbL"" collected 11.50 from pot with Two Pair, A's & J's (combination: A♣, A♥, J♦, J♠, 7♣)",2024-05-28T22:30:27.804Z,171693542780401
"""MysteriousMelo @ 91pc2p5UbL"" shows a A♣, 7♣.",2024-05-28T22:30:27.804Z,171693542780400
"""gg @ 3MTWnFXimt"" checks",2024-05-28T22:30:26.962Z,171693542696200
"""MysteriousMelo @ 91pc2p5UbL"" checks",2024-05-28T22:30:25.657Z,171693542565700
"River: A♥, J♦, 5♦, J♠ [6♦]",2024-05-28T22:30:18.497Z,171693541849700
"""gg @ 3MTWnFXimt"" checks",2024-05-28T22:30:17.688Z,171693541768800
"""MysteriousMelo @ 91pc2p5UbL"" checks",2024-05-28T22:30:16.123Z,171693541612300
"Turn: A♥, J♦, 5♦ [J♠]",2024-05-28T22:30:08.385Z,171693540838500
"""gg @ 3MTWnFXimt"" calls 2.50",2024-05-28T22:30:07.540Z,171693540754000
"""MysteriousMelo @ 91pc2p5UbL"" bets 2.50",2024-05-28T22:30:05.396Z,171693540539600
"Flop:  [A♥, J♦, 5♦]",2024-05-28T22:30:00.951Z,171693540095100
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:30:00.070Z,171693540007000
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:29:59.118Z,171693539911800
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:29:53.573Z,171693539357300
"""gg @ 3MTWnFXimt"" calls 2.50",2024-05-28T22:29:43.847Z,171693538384700
"""MysteriousMelo @ 91pc2p5UbL"" raises to 2.50",2024-05-28T22:29:42.740Z,171693538274000
"""sean @ _Jop1SHAcx"" folds",2024-05-28T22:29:39.447Z,171693537944700
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:29:38.536Z,171693537853600
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:29:27.651Z,171693536765100
"""arnav @ 2Ad_lqR7T8"" posts a big blind of 1.00",2024-05-28T22:29:26.026Z,171693536602611
"""rampurge @ SUmXpIp4-U"" posts a small blind of 0.50",2024-05-28T22:29:26.026Z,171693536602610
"Your hand is 6♥, 9♣",2024-05-28T22:29:26.026Z,171693536602607
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (266.77) | #2 ""sean @ _Jop1SHAcx"" (300.25) | #3 ""MysteriousMelo @ 91pc2p5UbL"" (57.51) | #4 ""gg @ 3MTWnFXimt"" (81.25) | #5 ""bbb @ XIdYl9Rz6c"" (120.75) | #6 ""rampurge @ SUmXpIp4-U"" (344.97) | #7 ""arnav @ 2Ad_lqR7T8"" (332.75) | #9 ""al @ YSDCeva8ZN"" (128.75)",2024-05-28T22:29:26.026Z,171693536602601
"-- starting hand #363 (id: sllpqshdbwht)  (No Limit Texas Hold'em) (dealer: ""bbb @ XIdYl9Rz6c"") --",2024-05-28T22:29:26.026Z,171693536602600
"-- ending hand #362 --",2024-05-28T22:29:23.122Z,171693536312202
"""arnav @ 2Ad_lqR7T8"" collected 6.50 from pot",2024-05-28T22:29:23.122Z,171693536312201
"Uncalled bet of 1.25 returned to ""arnav @ 2Ad_lqR7T8""",2024-05-28T22:29:23.122Z,171693536312200
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:29:22.265Z,171693536226500
"""arnav @ 2Ad_lqR7T8"" bets 1.25",2024-05-28T22:29:20.712Z,171693536071200
"Flop:  [7♠, 10♠, J♠]",2024-05-28T22:29:15.124Z,171693535512400
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:29:14.274Z,171693535427400
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:29:12.997Z,171693535299700
"""gg @ 3MTWnFXimt"" calls 2.50",2024-05-28T22:29:07.450Z,171693534745000
"""MysteriousMelo @ 91pc2p5UbL"" folds",2024-05-28T22:29:06.475Z,171693534647500
"""sean @ _Jop1SHAcx"" folds",2024-05-28T22:29:05.546Z,171693534554600
"""rbd @ i9QjFAKSgr"" folds",2024-05-28T22:29:04.606Z,171693534460600
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:29:03.748Z,171693534374800
"""arnav @ 2Ad_lqR7T8"" raises to 2.50",2024-05-28T22:29:02.743Z,171693534274300
"""rampurge @ SUmXpIp4-U"" posts a big blind of 1.00",2024-05-28T22:28:47.674Z,171693532767411
"""bbb @ XIdYl9Rz6c"" posts a small blind of 0.50",2024-05-28T22:28:47.674Z,171693532767410
"Your hand is Q♥, 5♦",2024-05-28T22:28:47.674Z,171693532767407
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (266.77) | #2 ""sean @ _Jop1SHAcx"" (300.25) | #3 ""MysteriousMelo @ 91pc2p5UbL"" (57.51) | #4 ""gg @ 3MTWnFXimt"" (83.75) | #5 ""bbb @ XIdYl9Rz6c"" (121.25) | #6 ""rampurge @ SUmXpIp4-U"" (345.97) | #7 ""arnav @ 2Ad_lqR7T8"" (328.75) | #9 ""al @ YSDCeva8ZN"" (128.75)",2024-05-28T22:28:47.674Z,171693532767401
"-- starting hand #362 (id: fpsl1mn06dzo)  (No Limit Texas Hold'em) (dealer: ""gg @ 3MTWnFXimt"") --",2024-05-28T22:28:47.674Z,171693532767400
"-- ending hand #361 --",2024-05-28T22:28:44.722Z,171693532472202
"""rbd @ i9QjFAKSgr"" collected 59.00 from pot",2024-05-28T22:28:44.722Z,171693532472201
"Uncalled bet of 12.00 returned to ""rbd @ i9QjFAKSgr""",2024-05-28T22:28:44.722Z,171693532472200
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:28:43.879Z,171693532387900
"""rbd @ i9QjFAKSgr"" bets 12.00",2024-05-28T22:28:40.609Z,171693532060900
"""gg @ 3MTWnFXimt"" checks",2024-05-28T22:28:32.931Z,171693531293100
"Flop:  [K♥, A♣, 7♦]",2024-05-28T22:28:31.244Z,171693531124400
"""gg @ 3MTWnFXimt"" calls 27.00",2024-05-28T22:28:30.419Z,171693531041900
"""sean @ _Jop1SHAcx"" folds",2024-05-28T22:28:20.908Z,171693530090800
"""rbd @ i9QjFAKSgr"" raises to 27.00",2024-05-28T22:28:19.330Z,171693529933000
"""al @ YSDCeva8ZN"" folds",2024-05-28T22:28:06.247Z,171693528624700
"""bbb @ XIdYl9Rz6c"" folds",2024-05-28T22:28:04.881Z,171693528488100
"""gg @ 3MTWnFXimt"" raises to 12.00",2024-05-28T22:27:58.877Z,171693527887700
"""MysteriousMelo @ 91pc2p5UbL"" folds",2024-05-28T22:27:55.163Z,171693527516300
"""sean @ _Jop1SHAcx"" calls 3.00",2024-05-28T22:27:50.647Z,171693527064700
"""rbd @ i9QjFAKSgr"" raises to 3.00",2024-05-28T22:27:46.846Z,171693526684600
"""al @ YSDCeva8ZN"" calls 1.00",2024-05-28T22:27:36.952Z,171693525695200
"""arnav @ 2Ad_lqR7T8"" folds",2024-05-28T22:27:34.001Z,171693525400100
"""rampurge @ SUmXpIp4-U"" folds",2024-05-28T22:27:33.146Z,171693525314600
"""bbb @ XIdYl9Rz6c"" posts a big blind of 1.00",2024-05-28T22:27:30.943Z,171693525094311
"""gg @ 3MTWnFXimt"" posts a small blind of 0.50",2024-05-28T22:27:30.943Z,171693525094310
"Your hand is J♥, 7♠",2024-05-28T22:27:30.943Z,171693525094307
"Player stacks: #1 ""rbd @ i9QjFAKSgr"" (234.77) | #2 ""sean @ _Jop1SHAcx"" (303.25) | #3 ""MysteriousMelo @ 91pc2p5UbL"" (57.51) | #4 ""gg @ 3MTWnFXimt"" (110.75) | #5 ""bbb @ XIdYl9Rz6c"" (122.25) | #6 ""rampurge @ SUmXpIp4-U"" (345.97) | #7 ""arnav @ 2Ad_lqR7T8"" (328.75) | #9 ""al @ YSDCeva8ZN"" (129.75)",2024-05-28T22:27:30.943Z,171693525094301
"-- starting hand #361 (id: nhkffmi6oi2q)  (No Limit Texas Hold'em) (dealer: ""MysteriousMelo @ 91pc2p5UbL"") --",2024-05-28T22:27:30.943Z,171693525094300
"-- ending hand #360 --",2024-05-28T22:27:28.021Z,171693524802102
"""arnav @ 2Ad_lqR7T8"" collected 12.50 from pot",2024-05-28T22:27:28.021Z,171693524802101
"Uncalled bet of 9.37 returned to ""arnav @ 2Ad_lqR7T8""",2024-05-28T22:27:28.021Z,171693524802100
"""MysteriousMelo @ 91pc2p5UbL"" folds",2024-05-28T22:27:27.202Z,171693524720200
"""arnav @ 2Ad_lqR7T8"" bets 9.37",2024-05-28T22:27:22.981Z,171693524298100
"""MysteriousMelo @ 91pc2p5UbL"" checks",2024-05-28T22:27:17.007Z,171693523700700
"Turn: 6♥, Q♠, J♣ [6♠]",2024-05-28T22:27:15.307Z,171693523530700
"""gg @ 3MTWnFXimt"" folds",2024-05-28T22:27:14.415Z,171693523441500
"""MysteriousMelo @ 91pc2p5UbL"" calls 2.50",2024-05-28T22:27:13.433Z,171693523343300
"""arnav @ 2Ad_lqR7T8"" bets 2.50",2024-05-28T22:27:11.809Z,171693523180900
"""gg @ 3MTWnFXimt"" checks",2024-05-28T22:27:06.778Z,171693522677800
"""MysteriousMelo @ 91pc2p5UbL"" checks",2024-05-28T22:27:05.866Z,171693522586600
"Flop:  [6♥, Q♠, J♣]",2024-05-28T22:27:04.496Z,171693522449600
"""gg @ 3MTWnFXimt"" calls 2.50",2024-05-28T22:27:03.656Z,171693522365600
"""MysteriousMelo @ 91pc2p5UbL"" calls 2.50",2024-05-28T22:27:01.436Z,171693522143600
"""sean @ _Jop1SHAcx"" folds",2024-05-28T22:27:00.424Z,171693522042400
