entry,at,order
"-- starting hand #179 (id: vywjj7pec9dz)  (No Limit Texas Hold'em) (dealer: ""cucumber @ pMHqyREp0N"") --",2024-06-13T02:42:41.150Z,171824656115000
"""daze @ _mE1UMbOE9"" shows a 2♥, 5♥.",2024-06-13T02:42:37.805Z,171824655780500
"-- ending hand #178 --",2024-06-13T02:42:37.543Z,171824655754302
"""RichyMonk @ FEO1IFK9DF"" collected 2.50 from pot",2024-06-13T02:42:37.543Z,171824655754301
"Uncalled bet of 4.95 returned to ""RichyMonk @ FEO1IFK9DF""",2024-06-13T02:42:37.543Z,171824655754300
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:42:36.714Z,171824655671400
"""RichyMonk @ FEO1IFK9DF"" raises to 6.00",2024-06-13T02:42:33.644Z,171824655364400
"""TILTJAM @ t_IWRml_Yp"" folds",2024-06-13T02:42:30.316Z,171824655031600
"""cucumber @ pMHqyREp0N"" folds",2024-06-13T02:42:29.466Z,171824654946600
"""rampurge @ SUmXpIp4-U"" folds",2024-06-13T02:42:25.700Z,171824654570000
"""daze @ _mE1UMbOE9"" raises to 1.05",2024-06-13T02:42:24.808Z,171824654480800
"""bloop @ s5-VI_H0lj"" folds",2024-06-13T02:42:22.509Z,171824654250900
"""RichyMonk @ FEO1IFK9DF"" calls 0.30",2024-06-13T02:42:21.571Z,171824654157100
"""TreyWay @ EM7Sy09oQw"" folds",2024-06-13T02:42:19.192Z,171824653919200
"""TILTJAM @ t_IWRml_Yp"" posts a big blind of 0.30",2024-06-13T02:42:15.665Z,171824653566510
"""cucumber @ pMHqyREp0N"" posts a small blind of 0.10",2024-06-13T02:42:15.665Z,171824653566509
"Your hand is K♦, 5♣",2024-06-13T02:42:15.665Z,171824653566503
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (77.68) | #2 ""rampurge @ SUmXpIp4-U"" (37.04) | #5 ""cucumber @ pMHqyREp0N"" (39.70) | #6 ""TILTJAM @ t_IWRml_Yp"" (135.20) | #7 ""TreyWay @ EM7Sy09oQw"" (122.38) | #8 ""RichyMonk @ FEO1IFK9DF"" (90.59) | #9 ""bloop @ s5-VI_H0lj"" (382.02)",2024-06-13T02:42:15.665Z,171824653566501
"-- starting hand #178 (id: pmyitatftunn)  (No Limit Texas Hold'em) (dealer: ""rampurge @ SUmXpIp4-U"") --",2024-06-13T02:42:15.665Z,171824653566500
"-- ending hand #177 --",2024-06-13T02:42:12.750Z,171824653275002
"""TILTJAM @ t_IWRml_Yp"" collected 1.72 from pot",2024-06-13T02:42:12.750Z,171824653275001
"Uncalled bet of 1.20 returned to ""TILTJAM @ t_IWRml_Yp""",2024-06-13T02:42:12.750Z,171824653275000
"""bloop @ s5-VI_H0lj"" folds",2024-06-13T02:42:11.919Z,171824653191900
"""TILTJAM @ t_IWRml_Yp"" bets 1.20",2024-06-13T02:42:07.602Z,171824652760200
"Flop:  [2♦, 10♠, J♦]",2024-06-13T02:42:03.804Z,171824652380400
"""cucumber @ pMHqyREp0N"" folds",2024-06-13T02:42:02.894Z,171824652289400
"""rampurge @ SUmXpIp4-U"" folds",2024-06-13T02:42:01.477Z,171824652147700
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:42:00.496Z,171824652049600
"""bloop @ s5-VI_H0lj"" calls 0.66",2024-06-13T02:41:59.489Z,171824651948900
"""RichyMonk @ FEO1IFK9DF"" folds",2024-06-13T02:41:56.466Z,171824651646600
"""TreyWay @ EM7Sy09oQw"" folds",2024-06-13T02:41:53.856Z,171824651385600
"""TILTJAM @ t_IWRml_Yp"" raises to 0.66",2024-06-13T02:41:53.007Z,171824651300700
"""cucumber @ pMHqyREp0N"" posts a big blind of 0.30",2024-06-13T02:41:50.156Z,171824651015610
"""rampurge @ SUmXpIp4-U"" posts a small blind of 0.10",2024-06-13T02:41:50.156Z,171824651015609
"Your hand is 3♦, 6♥",2024-06-13T02:41:50.156Z,171824651015603
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (77.68) | #2 ""rampurge @ SUmXpIp4-U"" (37.14) | #5 ""cucumber @ pMHqyREp0N"" (40.00) | #6 ""TILTJAM @ t_IWRml_Yp"" (134.14) | #7 ""TreyWay @ EM7Sy09oQw"" (122.38) | #8 ""RichyMonk @ FEO1IFK9DF"" (90.59) | #9 ""bloop @ s5-VI_H0lj"" (382.68)",2024-06-13T02:41:50.156Z,171824651015601
"-- starting hand #177 (id: fspwigfzhsid)  (No Limit Texas Hold'em) (dealer: ""daze @ _mE1UMbOE9"") --",2024-06-13T02:41:50.156Z,171824651015600
"-- ending hand #176 --",2024-06-13T02:41:47.208Z,171824650720802
"""bloop @ s5-VI_H0lj"" collected 24.66 from pot",2024-06-13T02:41:47.208Z,171824650720801
"Uncalled bet of 24.66 returned to ""bloop @ s5-VI_H0lj""",2024-06-13T02:41:47.208Z,171824650720800
"""TreyWay @ EM7Sy09oQw"" folds",2024-06-13T02:41:46.385Z,171824650638500
"""bloop @ s5-VI_H0lj"" bets 24.66",2024-06-13T02:41:42.605Z,171824650260500
"""TreyWay @ EM7Sy09oQw"" checks",2024-06-13T02:41:37.185Z,171824649718500
"River: 9♥, J♣, 10♣, 3♣ [6♣]",2024-06-13T02:41:35.035Z,171824649503500
"""TreyWay @ EM7Sy09oQw"" calls 8.22",2024-06-13T02:41:34.198Z,171824649419800
"""bloop @ s5-VI_H0lj"" bets 8.22",2024-06-13T02:41:29.260Z,171824648926000
"""TreyWay @ EM7Sy09oQw"" checks",2024-06-13T02:41:24.581Z,171824648458100
"Turn: 9♥, J♣, 10♣ [3♣]",2024-06-13T02:41:20.910Z,171824648091000
"""TILTJAM @ t_IWRml_Yp"" folds",2024-06-13T02:41:20.077Z,171824648007700
"""rampurge @ SUmXpIp4-U"" folds",2024-06-13T02:41:19.211Z,171824647921100
"""bloop @ s5-VI_H0lj"" calls 2.74",2024-06-13T02:41:18.264Z,171824647826400
"""TreyWay @ EM7Sy09oQw"" bets 2.74",2024-06-13T02:41:15.991Z,171824647599100
"""TILTJAM @ t_IWRml_Yp"" checks",2024-06-13T02:41:12.090Z,171824647209000
"""rampurge @ SUmXpIp4-U"" checks",2024-06-13T02:41:08.239Z,171824646823900
"Flop:  [9♥, J♣, 10♣]",2024-06-13T02:41:07.120Z,171824646712000
"""rampurge @ SUmXpIp4-U"" calls 0.66",2024-06-13T02:41:06.296Z,171824646629600
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:41:03.731Z,171824646373100
"""bloop @ s5-VI_H0lj"" calls 0.66",2024-06-13T02:41:02.810Z,171824646281000
"""RichyMonk @ FEO1IFK9DF"" folds",2024-06-13T02:40:59.934Z,171824645993400
"""TreyWay @ EM7Sy09oQw"" calls 0.66",2024-06-13T02:40:59.052Z,171824645905200
"""TILTJAM @ t_IWRml_Yp"" raises to 0.66",2024-06-13T02:40:50.497Z,171824645049700
"""cucumber @ pMHqyREp0N"" folds",2024-06-13T02:40:46.957Z,171824644695700
"""rampurge @ SUmXpIp4-U"" posts a big blind of 0.30",2024-06-13T02:40:42.335Z,171824644233510
"""daze @ _mE1UMbOE9"" posts a small blind of 0.10",2024-06-13T02:40:42.335Z,171824644233509
"Your hand is A♦, 5♦",2024-06-13T02:40:42.335Z,171824644233503
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (77.78) | #2 ""rampurge @ SUmXpIp4-U"" (37.80) | #5 ""cucumber @ pMHqyREp0N"" (40.00) | #6 ""TILTJAM @ t_IWRml_Yp"" (134.80) | #7 ""TreyWay @ EM7Sy09oQw"" (134.00) | #8 ""RichyMonk @ FEO1IFK9DF"" (90.59) | #9 ""bloop @ s5-VI_H0lj"" (369.64)",2024-06-13T02:40:42.335Z,171824644233501
"-- starting hand #176 (id: uurrobvn3mil)  (No Limit Texas Hold'em) (dealer: ""bloop @ s5-VI_H0lj"") --",2024-06-13T02:40:42.335Z,171824644233500
"-- ending hand #175 --",2024-06-13T02:40:39.371Z,171824643937102
"""RichyMonk @ FEO1IFK9DF"" collected 19.81 from pot",2024-06-13T02:40:39.371Z,171824643937101
"Uncalled bet of 14.85 returned to ""RichyMonk @ FEO1IFK9DF""",2024-06-13T02:40:39.371Z,171824643937100
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:40:38.555Z,171824643855500
"""bloop @ s5-VI_H0lj"" folds",2024-06-13T02:40:34.411Z,171824643441100
"""RichyMonk @ FEO1IFK9DF"" bets 14.85",2024-06-13T02:40:32.803Z,171824643280300
"""daze @ _mE1UMbOE9"" checks",2024-06-13T02:40:30.042Z,171824643004200
"""bloop @ s5-VI_H0lj"" checks",2024-06-13T02:40:28.150Z,171824642815000
"Turn: 8♥, 7♠, K♥ [5♥]",2024-06-13T02:40:25.841Z,171824642584100
"""bloop @ s5-VI_H0lj"" calls 4.57",2024-06-13T02:40:25.010Z,171824642501000
"""RichyMonk @ FEO1IFK9DF"" calls 4.57",2024-06-13T02:40:21.524Z,171824642152400
"""daze @ _mE1UMbOE9"" bets 4.57",2024-06-13T02:40:19.499Z,171824641949900
"""bloop @ s5-VI_H0lj"" checks",2024-06-13T02:40:16.335Z,171824641633500
"Flop:  [8♥, 7♠, K♥]",2024-06-13T02:40:12.147Z,171824641214700
"""bloop @ s5-VI_H0lj"" calls 1.90",2024-06-13T02:40:11.296Z,171824641129600
"""RichyMonk @ FEO1IFK9DF"" calls 1.90",2024-06-13T02:40:07.817Z,171824640781700
"""rampurge @ SUmXpIp4-U"" folds",2024-06-13T02:40:03.858Z,171824640385800
"""daze @ _mE1UMbOE9"" raises to 1.90",2024-06-13T02:40:02.043Z,171824640204300
"""bloop @ s5-VI_H0lj"" calls 0.30",2024-06-13T02:39:57.259Z,171824639725900
"""RichyMonk @ FEO1IFK9DF"" calls 0.30",2024-06-13T02:39:55.229Z,171824639522900
"""TreyWay @ EM7Sy09oQw"" folds",2024-06-13T02:39:54.067Z,171824639406700
"""TILTJAM @ t_IWRml_Yp"" folds",2024-06-13T02:39:53.166Z,171824639316600
"""cucumber @ pMHqyREp0N"" folds",2024-06-13T02:39:52.283Z,171824639228300
"""rampurge @ SUmXpIp4-U"" checks",2024-06-13T02:39:49.840Z,171824638984000
"""rampurge @ SUmXpIp4-U"" posts a missed big blind of 0.30",2024-06-13T02:39:47.299Z,171824638729916
"""rampurge @ SUmXpIp4-U"" posts a missing small blind of 0.10",2024-06-13T02:39:47.299Z,171824638729915
"""daze @ _mE1UMbOE9"" posts a big blind of 0.30",2024-06-13T02:39:47.299Z,171824638729914
"""bloop @ s5-VI_H0lj"" posts a small blind of 0.10",2024-06-13T02:39:47.299Z,171824638729913
"Your hand is 2♦, 8♠",2024-06-13T02:39:47.299Z,171824638729907
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (84.25) | #2 ""rampurge @ SUmXpIp4-U"" (38.20) | #5 ""cucumber @ pMHqyREp0N"" (40.00) | #6 ""TILTJAM @ t_IWRml_Yp"" (134.80) | #7 ""TreyWay @ EM7Sy09oQw"" (134.00) | #8 ""RichyMonk @ FEO1IFK9DF"" (77.25) | #9 ""bloop @ s5-VI_H0lj"" (376.11)",2024-06-13T02:39:47.299Z,171824638729905
"-- starting hand #175 (id: evcdseqachon)  (No Limit Texas Hold'em) (dealer: ""RichyMonk @ FEO1IFK9DF"") --",2024-06-13T02:39:47.299Z,171824638729904
"The player ""cucumber @ pMHqyREp0N"" joined the game with a stack of 40.00.",2024-06-13T02:39:47.299Z,171824638729903
"The player ""rampurge @ SUmXpIp4-U"" joined the game with a stack of 38.20.",2024-06-13T02:39:47.299Z,171824638729902
"The player ""neel @ daApjm1tNP"" quits the game with a stack of 48.68.",2024-06-13T02:39:47.299Z,171824638729901
"The player ""neel @ daApjm1tNP"" stand up with the stack of 48.68.",2024-06-13T02:39:47.299Z,171824638729900
"-- ending hand #174 --",2024-06-13T02:39:42.283Z,171824638228304
"""bloop @ s5-VI_H0lj"" collected 72.90 from pot with Full House on the second board  (combination: 10♣, 10♠, 10♥, 8♣, 8♠)",2024-06-13T02:39:42.283Z,171824638228303
"""bloop @ s5-VI_H0lj"" shows a 10♣, 10♠, 2♥, 9♣.",2024-06-13T02:39:42.283Z,171824638228302
"""TILTJAM @ t_IWRml_Yp"" collected 72.90 from pot with Two Pair (combination: K♠, K♣, 4♥, 4♠, J♥)",2024-06-13T02:39:42.283Z,171824638228301
"""TILTJAM @ t_IWRml_Yp"" shows a K♠, 8♦, J♥, J♠.",2024-06-13T02:39:42.283Z,171824638228300
"""TILTJAM @ t_IWRml_Yp"" calls 48.60",2024-06-13T02:39:41.456Z,171824638145600
"""bloop @ s5-VI_H0lj"" bets 48.60",2024-06-13T02:38:47.366Z,171824632736600
"River (second board): 10♥, 8♣, 8♠, 5♦ [Q♣]",2024-06-13T02:38:41.248Z,171824632124801
"River: 4♥, 5♠, 4♠, 3♦ [K♣]",2024-06-13T02:38:41.248Z,171824632124800
"""TILTJAM @ t_IWRml_Yp"" calls 16.20",2024-06-13T02:38:40.424Z,171824632042400
"The player ""rampurge @ SUmXpIp4-U"" sit back with the stack of 38.20.",2024-06-13T02:38:38.846Z,171824631884600
"""bloop @ s5-VI_H0lj"" bets 16.20",2024-06-13T02:38:22.234Z,171824630223400
"Turn (second board): 10♥, 8♣, 8♠ [5♦]",2024-06-13T02:38:18.204Z,171824629820401
"Turn: 4♥, 5♠, 4♠ [3♦]",2024-06-13T02:38:18.204Z,171824629820400
"""RichyMonk @ FEO1IFK9DF"" folds",2024-06-13T02:38:17.357Z,171824629735700
"The admin approved the player ""cucumber @ pMHqyREp0N"" participation with a stack of 40.00.",2024-06-13T02:38:06.705Z,171824628670500
"""TreyWay @ EM7Sy09oQw"" folds",2024-06-13T02:38:01.451Z,171824628145100
"""TILTJAM @ t_IWRml_Yp"" calls 5.40",2024-06-13T02:38:00.498Z,171824628049800
"""neel @ daApjm1tNP"" folds",2024-06-13T02:37:54.590Z,171824627459000
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:37:51.982Z,171824627198200
"""bloop @ s5-VI_H0lj"" bets 5.40",2024-06-13T02:37:50.165Z,171824627016500
"""RichyMonk @ FEO1IFK9DF"" checks",2024-06-13T02:37:45.219Z,171824626521900
"Flop (second board):  [10♥, 8♣, 8♠]",2024-06-13T02:37:42.817Z,171824626281701
"Flop:  [4♥, 5♠, 4♠]",2024-06-13T02:37:42.817Z,171824626281700
"""bloop @ s5-VI_H0lj"" calls 0.90 (bomb pot bet)",2024-06-13T02:37:42.011Z,171824626201100
"""RichyMonk @ FEO1IFK9DF"" calls 0.90 (bomb pot bet)",2024-06-13T02:37:41.202Z,171824626120200
"""TreyWay @ EM7Sy09oQw"" calls 0.90 (bomb pot bet)",2024-06-13T02:37:40.351Z,171824626035100
"""TILTJAM @ t_IWRml_Yp"" calls 0.90 (bomb pot bet)",2024-06-13T02:37:39.541Z,171824625954100
"""neel @ daApjm1tNP"" calls 0.90 (bomb pot bet)",2024-06-13T02:37:38.707Z,171824625870700
"""daze @ _mE1UMbOE9"" posts a bet of 0.90 (bomb pot bet)",2024-06-13T02:37:37.788Z,171824625778800
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (85.15) | #3 ""neel @ daApjm1tNP"" (49.58) | #6 ""TILTJAM @ t_IWRml_Yp"" (133.00) | #7 ""TreyWay @ EM7Sy09oQw"" (134.90) | #8 ""RichyMonk @ FEO1IFK9DF"" (78.15) | #9 ""bloop @ s5-VI_H0lj"" (374.31)",2024-06-13T02:37:35.750Z,171824625575001
"-- starting hand #174 (id: ho9tviawhiko)  (Pot Limit Omaha Hi) (dealer: ""TreyWay @ EM7Sy09oQw"") --",2024-06-13T02:37:35.750Z,171824625575000
"-- ending hand #173 --",2024-06-13T02:37:30.746Z,171824625074604
"""bloop @ s5-VI_H0lj"" collected 13.50 from pot with Full House on the second board  (combination: 7♠, 7♦, 7♥, K♣, K♦)",2024-06-13T02:37:30.746Z,171824625074603
"""bloop @ s5-VI_H0lj"" shows a 7♠, K♣, Q♦, Q♠.",2024-06-13T02:37:30.746Z,171824625074602
"""TreyWay @ EM7Sy09oQw"" collected 13.50 from pot with Two Pair (combination: A♠, A♣, 2♥, 2♠, J♦)",2024-06-13T02:37:30.746Z,171824625074601
"""TreyWay @ EM7Sy09oQw"" shows a J♦, A♠, 6♠, 3♥.",2024-06-13T02:37:30.746Z,171824625074600
"""RichyMonk @ FEO1IFK9DF"" calls 5.40",2024-06-13T02:37:29.929Z,171824624992900
"""TreyWay @ EM7Sy09oQw"" calls 5.40",2024-06-13T02:37:25.813Z,171824624581300
"""TILTJAM @ t_IWRml_Yp"" folds",2024-06-13T02:37:23.121Z,171824624312100
"""neel @ daApjm1tNP"" folds",2024-06-13T02:37:22.209Z,171824624220900
"""daze @ _mE1UMbOE9"" calls 5.40",2024-06-13T02:37:13.791Z,171824623379100
"""bloop @ s5-VI_H0lj"" bets 5.40",2024-06-13T02:37:04.771Z,171824622477100
"""RichyMonk @ FEO1IFK9DF"" checks",2024-06-13T02:37:01.190Z,171824622119000
"""TreyWay @ EM7Sy09oQw"" checks",2024-06-13T02:36:56.592Z,171824621659200
"River (second board): 7♦, 4♠, 7♥, 4♦ [K♦]",2024-06-13T02:36:50.217Z,171824621021701
"River: 2♥, 2♠, A♣, 7♣ [10♠]",2024-06-13T02:36:50.217Z,171824621021700
"""TILTJAM @ t_IWRml_Yp"" checks",2024-06-13T02:36:49.339Z,171824620933900
"""neel @ daApjm1tNP"" checks",2024-06-13T02:36:45.514Z,171824620551400
"""daze @ _mE1UMbOE9"" checks",2024-06-13T02:36:41.277Z,171824620127700
"""bloop @ s5-VI_H0lj"" checks",2024-06-13T02:36:37.440Z,171824619744000
"""RichyMonk @ FEO1IFK9DF"" checks",2024-06-13T02:36:34.159Z,171824619415900
"""TreyWay @ EM7Sy09oQw"" checks",2024-06-13T02:36:26.050Z,171824618605000
"Turn (second board): 7♦, 4♠, 7♥ [4♦]",2024-06-13T02:36:21.260Z,171824618126001
"Turn: 2♥, 2♠, A♣ [7♣]",2024-06-13T02:36:21.260Z,171824618126000
"""TILTJAM @ t_IWRml_Yp"" checks",2024-06-13T02:36:20.437Z,171824618043700
"""neel @ daApjm1tNP"" checks",2024-06-13T02:36:13.599Z,171824617359900
"""daze @ _mE1UMbOE9"" checks",2024-06-13T02:36:10.421Z,171824617042100
"""bloop @ s5-VI_H0lj"" checks",2024-06-13T02:36:02.365Z,171824616236500
"""RichyMonk @ FEO1IFK9DF"" checks",2024-06-13T02:35:58.305Z,171824615830500
"""TreyWay @ EM7Sy09oQw"" checks",2024-06-13T02:35:50.320Z,171824615032000
"Flop (second board):  [7♦, 4♠, 7♥]",2024-06-13T02:35:42.838Z,171824614283801
"Flop:  [2♥, 2♠, A♣]",2024-06-13T02:35:42.838Z,171824614283800
"""RichyMonk @ FEO1IFK9DF"" calls 0.90 (bomb pot bet)",2024-06-13T02:35:42.024Z,171824614202400
"""TreyWay @ EM7Sy09oQw"" calls 0.90 (bomb pot bet)",2024-06-13T02:35:41.203Z,171824614120300
"""TILTJAM @ t_IWRml_Yp"" calls 0.90 (bomb pot bet)",2024-06-13T02:35:40.304Z,171824614030400
"""neel @ daApjm1tNP"" calls 0.90 (bomb pot bet)",2024-06-13T02:35:39.425Z,171824613942500
"""daze @ _mE1UMbOE9"" calls 0.90 (bomb pot bet)",2024-06-13T02:35:38.598Z,171824613859800
"""bloop @ s5-VI_H0lj"" posts a bet of 0.90 (bomb pot bet)",2024-06-13T02:35:37.770Z,171824613777000
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (91.45) | #3 ""neel @ daApjm1tNP"" (50.48) | #6 ""TILTJAM @ t_IWRml_Yp"" (133.90) | #7 ""TreyWay @ EM7Sy09oQw"" (127.70) | #8 ""RichyMonk @ FEO1IFK9DF"" (84.45) | #9 ""bloop @ s5-VI_H0lj"" (367.11)",2024-06-13T02:35:35.712Z,171824613571202
"-- starting hand #173 (id: qu38onz25qma)  (Pot Limit Omaha Hi) (dealer: ""TILTJAM @ t_IWRml_Yp"") --",2024-06-13T02:35:35.712Z,171824613571201
"The player ""dinotard @ DpYbUCrrNj"" quits the game with a stack of 0.00.",2024-06-13T02:35:35.712Z,171824613571200
"-- ending hand #172 --",2024-06-13T02:35:30.609Z,171824613060906
"""bloop @ s5-VI_H0lj"" collected 12.33 from pot with Two Pair on the second board  (combination: Q♦, Q♥, 10♥, 10♣, J♦)",2024-06-13T02:35:30.609Z,171824613060905
"""TILTJAM @ t_IWRml_Yp"" collected 12.33 from pot with Full House (combination: 9♣, 9♦, 9♠, 10♦, 10♠)",2024-06-13T02:35:30.609Z,171824613060904
"""bloop @ s5-VI_H0lj"" collected 6.16 from pot with Two Pair on the second board  (combination: Q♦, Q♥, 10♥, 10♣, J♦)",2024-06-13T02:35:30.609Z,171824613060903
"""bloop @ s5-VI_H0lj"" shows a A♥, 7♣, Q♦, Q♥.",2024-06-13T02:35:30.609Z,171824613060902
"""TILTJAM @ t_IWRml_Yp"" collected 6.17 from pot with Full House (combination: 9♣, 9♦, 9♠, 10♦, 10♠)",2024-06-13T02:35:30.609Z,171824613060901
"""TILTJAM @ t_IWRml_Yp"" shows a 9♣, 9♦, J♥, 6♦.",2024-06-13T02:35:30.609Z,171824613060900
"""bloop @ s5-VI_H0lj"" calls 12.33",2024-06-13T02:35:29.800Z,171824612980000
"""TILTJAM @ t_IWRml_Yp"" bets 12.33",2024-06-13T02:35:26.265Z,171824612626500
"River (second board): 2♦, 10♥, 10♣, 6♥ [J♦]",2024-06-13T02:35:21.936Z,171824612193601
"River: 10♦, 3♦, 10♠, 9♠ [5♥]",2024-06-13T02:35:21.936Z,171824612193600
"""bloop @ s5-VI_H0lj"" checks",2024-06-13T02:35:21.090Z,171824612109000
"The player ""cucumber @ pMHqyREp0N"" requested a seat.",2024-06-13T02:35:17.211Z,171824611721100
"""TILTJAM @ t_IWRml_Yp"" checks",2024-06-13T02:35:16.848Z,171824611684800
"Turn (second board): 2♦, 10♥, 10♣ [6♥]",2024-06-13T02:35:14.648Z,171824611464801
"Turn: 10♦, 3♦, 10♠ [9♠]",2024-06-13T02:35:14.648Z,171824611464800
"""neel @ daApjm1tNP"" folds",2024-06-13T02:35:13.775Z,171824611377500
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:35:12.943Z,171824611294300
"""bloop @ s5-VI_H0lj"" calls 2.01",2024-06-13T02:35:07.415Z,171824610741500
"""RichyMonk @ FEO1IFK9DF"" folds",2024-06-13T02:35:05.581Z,171824610558100
"""TreyWay @ EM7Sy09oQw"" folds",2024-06-13T02:35:04.053Z,171824610405300
"""TILTJAM @ t_IWRml_Yp"" calls 2.01",2024-06-13T02:35:01.490Z,171824610149000
"""dinotard @ DpYbUCrrNj"" bets 2.01 and go all in",2024-06-13T02:34:58.058Z,171824609805800
"""neel @ daApjm1tNP"" checks",2024-06-13T02:34:55.727Z,171824609572700
"""daze @ _mE1UMbOE9"" checks",2024-06-13T02:34:53.385Z,171824609338500
"""bloop @ s5-VI_H0lj"" checks",2024-06-13T02:34:52.410Z,171824609241000
"""RichyMonk @ FEO1IFK9DF"" checks",2024-06-13T02:34:48.874Z,171824608887400
"""TreyWay @ EM7Sy09oQw"" checks",2024-06-13T02:34:45.292Z,171824608529200
"""TILTJAM @ t_IWRml_Yp"" checks",2024-06-13T02:34:38.372Z,171824607837200
"Flop (second board):  [2♦, 10♥, 10♣]",2024-06-13T02:34:36.066Z,171824607606601
"Flop:  [10♦, 3♦, 10♠]",2024-06-13T02:34:36.066Z,171824607606600
"""TreyWay @ EM7Sy09oQw"" calls 0.90 (bomb pot bet)",2024-06-13T02:34:35.246Z,171824607524600
"""TILTJAM @ t_IWRml_Yp"" calls 0.90 (bomb pot bet)",2024-06-13T02:34:34.400Z,171824607440000
"""dinotard @ DpYbUCrrNj"" calls 0.90 (bomb pot bet)",2024-06-13T02:34:33.596Z,171824607359600
"""neel @ daApjm1tNP"" calls 0.90 (bomb pot bet)",2024-06-13T02:34:32.736Z,171824607273600
"""daze @ _mE1UMbOE9"" calls 0.90 (bomb pot bet)",2024-06-13T02:34:31.933Z,171824607193300
"""bloop @ s5-VI_H0lj"" calls 0.90 (bomb pot bet)",2024-06-13T02:34:31.076Z,171824607107600
"""RichyMonk @ FEO1IFK9DF"" posts a bet of 0.90 (bomb pot bet)",2024-06-13T02:34:30.253Z,171824607025300
"Player stacks: #1 ""daze @ _mE1UMbOE9"" (92.35) | #3 ""neel @ daApjm1tNP"" (51.38) | #4 ""dinotard @ DpYbUCrrNj"" (2.91) | #6 ""TILTJAM @ t_IWRml_Yp"" (130.64) | #7 ""TreyWay @ EM7Sy09oQw"" (128.60) | #8 ""RichyMonk @ FEO1IFK9DF"" (85.35) | #9 ""bloop @ s5-VI_H0lj"" (363.86)",2024-06-13T02:34:28.189Z,171824606818902
"-- starting hand #172 (id: ftkluuakdpbm)  (Pot Limit Omaha Hi) (dead button) --",2024-06-13T02:34:28.189Z,171824606818901
"The player ""cucumber @ pMHqyREp0N"" quits the game with a stack of 0.00.",2024-06-13T02:34:28.189Z,171824606818900
"""RichyMonk @ FEO1IFK9DF"" shows a 2♦, 10♥, 2♣, 7♥.",2024-06-13T02:34:24.418Z,171824606441800
"-- ending hand #171 --",2024-06-13T02:34:22.450Z,171824606245007
"""cucumber @ pMHqyREp0N"" shows a 7♦, 4♥, A♣, 8♥.",2024-06-13T02:34:22.450Z,171824606245006
"""dinotard @ DpYbUCrrNj"" shows a A♥, J♦, 5♣, 3♥.",2024-06-13T02:34:22.450Z,171824606245005
"""bloop @ s5-VI_H0lj"" collected 106.53 from pot with Full House on the second board  (combination: J♣, J♠, J♥, 8♦, 8♣)",2024-06-13T02:34:22.450Z,171824606245004
"""bloop @ s5-VI_H0lj"" collected 106.53 from pot with Straight (combination: 10♦, 9♦, 8♦, 7♠, 6♠)",2024-06-13T02:34:22.450Z,171824606245003
"""bloop @ s5-VI_H0lj"" collected 75.40 from pot with Full House on the second board  (combination: J♣, J♠, J♥, 8♦, 8♣)",2024-06-13T02:34:22.450Z,171824606245002
"""bloop @ s5-VI_H0lj"" collected 75.40 from pot with Straight (combination: 10♦, 9♦, 8♦, 7♠, 6♠)",2024-06-13T02:34:22.450Z,171824606245001
"""bloop @ s5-VI_H0lj"" shows a 10♦, J♣, 9♠, 8♦.",2024-06-13T02:34:22.450Z,171824606245000
"""RichyMonk @ FEO1IFK9DF"" folds",2024-06-13T02:34:21.573Z,171824606157300
"""dinotard @ DpYbUCrrNj"" calls 115.43",2024-06-13T02:33:24.785Z,171824600478500
"""bloop @ s5-VI_H0lj"" raises to 115.43 and go all in",2024-06-13T02:32:28.440Z,171824594844000
"""RichyMonk @ FEO1IFK9DF"" calls 8.90",2024-06-13T02:32:25.629Z,171824594562900
"""cucumber @ pMHqyREp0N"" bets 8.90 and go all in",2024-06-13T02:32:24.148Z,171824594414800
"River (second board): 2♥, J♠, Q♥, J♥ [8♣]",2024-06-13T02:32:14.292Z,171824593429201
"River: 9♦, 6♠, 5♦, 6♥ [7♠]",2024-06-13T02:32:14.292Z,171824593429200
"""cucumber @ pMHqyREp0N"" calls 21.60",2024-06-13T02:32:13.471Z,171824593347100
"""dinotard @ DpYbUCrrNj"" calls 21.60",2024-06-13T02:32:12.250Z,171824593225000
"""neel @ daApjm1tNP"" folds",2024-06-13T02:32:06.129Z,171824592612900
"""daze @ _mE1UMbOE9"" folds",2024-06-13T02:32:05.293Z,171824592529300
"""bloop @ s5-VI_H0lj"" calls 21.60",2024-06-13T02:32:04.350Z,171824592435000
"""RichyMonk @ FEO1IFK9DF"" bets 21.60",2024-06-13T02:31:54.355Z,171824591435500
"""cucumber @ pMHqyREp0N"" checks",2024-06-13T02:31:48.781Z,171824590878100
