entry,at,order
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:22:45.987Z,171842176598700
"""Gabe @ vr66CNzhqh"" calls 1.50",2024-06-15T03:22:41.401Z,171842176140100
"""yolo @ D4bms38CPT"" calls 1.50",2024-06-15T03:22:39.847Z,171842175984700
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:22:34.064Z,171842175406400
"""AA @ FYqxPKGGEP"" calls 1.50",2024-06-15T03:22:33.168Z,171842175316800
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:22:31.624Z,171842175162400
"""JH @ p1XQnbxYDk"" raises to 1.50",2024-06-15T03:22:29.843Z,171842174984300
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:22:26.615Z,171842174661500
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:22:25.789Z,171842174578900
"""Mango @ RnAlJZFvW6"" posts a big blind of 0.50",2024-06-15T03:22:18.554Z,171842173855413
"""Gabe @ vr66CNzhqh"" posts a small blind of 0.25",2024-06-15T03:22:18.554Z,171842173855412
"Your hand is J♠, 7♦",2024-06-15T03:22:18.554Z,171842173855410
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (66.84) | #2 ""AA @ FYqxPKGGEP"" (38.29) | #3 ""Mattox @ QdR2WpQMd9"" (112.11) | #4 ""yolo @ D4bms38CPT"" (167.37) | #5 ""Gabe @ vr66CNzhqh"" (108.40) | #6 ""Mango @ RnAlJZFvW6"" (117.70) | #8 ""housto @ RL6ZahFnpa"" (160.76) | #9 ""rampurge @ SUmXpIp4-U"" (183.34) | #10 ""JH @ p1XQnbxYDk"" (50.00)",2024-06-15T03:22:18.554Z,171842173855402
"-- starting hand #90 (id: pzeco4p33jv3)  (No Limit Texas Hold'em) (dealer: ""yolo @ D4bms38CPT"") --",2024-06-15T03:22:18.554Z,171842173855401
"The player ""JH @ p1XQnbxYDk"" joined the game with a stack of 50.00.",2024-06-15T03:22:18.554Z,171842173855400
"""AA @ FYqxPKGGEP"" shows a A♦, K♦.",2024-06-15T03:22:15.273Z,171842173527300
"-- ending hand #89 --",2024-06-15T03:22:14.928Z,171842173492802
"""jish @ Qx3WtYjAgm"" collected 25.67 from pot",2024-06-15T03:22:14.928Z,171842173492801
"Uncalled bet of 38.29 returned to ""jish @ Qx3WtYjAgm""",2024-06-15T03:22:14.928Z,171842173492800
"""AA @ FYqxPKGGEP"" folds",2024-06-15T03:22:14.097Z,171842173409700
"""jish @ Qx3WtYjAgm"" bets 38.29",2024-06-15T03:22:13.040Z,171842173304000
"River: 9♣, Q♣, Q♥, 7♦ [J♦]",2024-06-15T03:22:10.514Z,171842173051400
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:22:09.646Z,171842172964600
"""jish @ Qx3WtYjAgm"" checks",2024-06-15T03:22:08.635Z,171842172863500
"Turn: 9♣, Q♣, Q♥ [7♦]",2024-06-15T03:22:07.221Z,171842172722100
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:22:06.406Z,171842172640600
"""jish @ Qx3WtYjAgm"" checks",2024-06-15T03:22:04.775Z,171842172477500
"Flop:  [9♣, Q♣, Q♥]",2024-06-15T03:22:02.335Z,171842172233500
"""jish @ Qx3WtYjAgm"" calls 11.71",2024-06-15T03:22:01.464Z,171842172146400
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:21:58.964Z,171842171896400
"""Gabe @ vr66CNzhqh"" folds",2024-06-15T03:21:58.088Z,171842171808800
"""yolo @ D4bms38CPT"" folds",2024-06-15T03:21:57.084Z,171842171708400
"The admin approved the player ""JH @ p1XQnbxYDk"" participation with a stack of 50.00.",2024-06-15T03:21:55.530Z,171842171553000
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:21:54.142Z,171842171414200
"""AA @ FYqxPKGGEP"" raises to 11.71",2024-06-15T03:21:53.236Z,171842171323600
"""jish @ Qx3WtYjAgm"" raises to 4.01",2024-06-15T03:21:49.247Z,171842170924700
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:21:44.214Z,171842170421400
"""housto @ RL6ZahFnpa"" raises to 1.50",2024-06-15T03:21:43.240Z,171842170324000
"The player ""JH @ p1XQnbxYDk"" requested a seat.",2024-06-15T03:21:41.299Z,171842170129900
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:21:33.704Z,171842169370400
"""Gabe @ vr66CNzhqh"" posts a big blind of 0.50",2024-06-15T03:21:31.013Z,171842169101312
"""yolo @ D4bms38CPT"" posts a small blind of 0.25",2024-06-15T03:21:31.013Z,171842169101311
"Your hand is Q♦, 10♥",2024-06-15T03:21:31.013Z,171842169101310
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (52.88) | #2 ""AA @ FYqxPKGGEP"" (50.00) | #3 ""Mattox @ QdR2WpQMd9"" (112.11) | #4 ""yolo @ D4bms38CPT"" (167.62) | #5 ""Gabe @ vr66CNzhqh"" (108.90) | #6 ""Mango @ RnAlJZFvW6"" (117.70) | #8 ""housto @ RL6ZahFnpa"" (162.26) | #9 ""rampurge @ SUmXpIp4-U"" (183.34)",2024-06-15T03:21:31.013Z,171842169101302
"-- starting hand #89 (id: mfbsgo7zmh31)  (No Limit Texas Hold'em) (dealer: ""Mattox @ QdR2WpQMd9"") --",2024-06-15T03:21:31.013Z,171842169101301
"The player ""AA @ FYqxPKGGEP"" joined the game with a stack of 50.00.",2024-06-15T03:21:31.013Z,171842169101300
"-- ending hand #88 --",2024-06-15T03:21:28.058Z,171842168805802
"""yolo @ D4bms38CPT"" collected 0.50 from pot",2024-06-15T03:21:28.058Z,171842168805801
"Uncalled bet of 0.25 returned to ""yolo @ D4bms38CPT""",2024-06-15T03:21:28.058Z,171842168805800
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:21:27.215Z,171842168721500
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:21:26.276Z,171842168627600
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:21:25.215Z,171842168521500
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:21:24.275Z,171842168427500
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:21:23.415Z,171842168341500
"""Gabe @ vr66CNzhqh"" folds",2024-06-15T03:21:06.427Z,171842166642700
"""yolo @ D4bms38CPT"" posts a big blind of 0.50",2024-06-15T03:21:05.043Z,171842166504310
"""Mattox @ QdR2WpQMd9"" posts a small blind of 0.25",2024-06-15T03:21:05.043Z,171842166504309
"Your hand is 6♦, J♠",2024-06-15T03:21:05.043Z,171842166504308
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (52.88) | #3 ""Mattox @ QdR2WpQMd9"" (112.36) | #4 ""yolo @ D4bms38CPT"" (167.37) | #5 ""Gabe @ vr66CNzhqh"" (108.90) | #6 ""Mango @ RnAlJZFvW6"" (117.70) | #8 ""housto @ RL6ZahFnpa"" (162.26) | #9 ""rampurge @ SUmXpIp4-U"" (183.34)",2024-06-15T03:21:05.043Z,171842166504301
"-- starting hand #88 (id: lswdgulymdzv)  (No Limit Texas Hold'em) (dealer: ""jish @ Qx3WtYjAgm"") --",2024-06-15T03:21:05.043Z,171842166504300
"-- ending hand #87 --",2024-06-15T03:21:02.140Z,171842166214002
"""jish @ Qx3WtYjAgm"" collected 6.00 from pot",2024-06-15T03:21:02.140Z,171842166214001
"Uncalled bet of 5.49 returned to ""jish @ Qx3WtYjAgm""",2024-06-15T03:21:02.140Z,171842166214000
"""yolo @ D4bms38CPT"" folds",2024-06-15T03:21:01.332Z,171842166133200
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:20:56.674Z,171842165667400
"""jish @ Qx3WtYjAgm"" raises to 6.99",2024-06-15T03:20:54.835Z,171842165483500
"""yolo @ D4bms38CPT"" calls 1.50",2024-06-15T03:20:46.425Z,171842164642500
"""Mattox @ QdR2WpQMd9"" bets 1.50",2024-06-15T03:20:35.427Z,171842163542700
"""jish @ Qx3WtYjAgm"" checks",2024-06-15T03:20:30.320Z,171842163032000
"Flop:  [2♥, 2♣, 6♠]",2024-06-15T03:20:28.808Z,171842162880800
"""Mattox @ QdR2WpQMd9"" checks",2024-06-15T03:20:27.901Z,171842162790100
"""jish @ Qx3WtYjAgm"" calls 0.50",2024-06-15T03:20:26.171Z,171842162617100
"The admin approved the player ""AA @ FYqxPKGGEP"" participation with a stack of 50.00.",2024-06-15T03:20:25.682Z,171842162568200
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:20:25.266Z,171842162526600
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:20:21.691Z,171842162169100
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:20:20.842Z,171842162084200
"The player ""AA @ FYqxPKGGEP"" requested a seat.",2024-06-15T03:20:20.318Z,171842162031800
"""Gabe @ vr66CNzhqh"" folds",2024-06-15T03:20:19.916Z,171842161991600
"""yolo @ D4bms38CPT"" calls 0.50",2024-06-15T03:20:18.613Z,171842161861300
"""Mattox @ QdR2WpQMd9"" posts a big blind of 0.50",2024-06-15T03:20:15.646Z,171842161564610
"""jish @ Qx3WtYjAgm"" posts a small blind of 0.25",2024-06-15T03:20:15.646Z,171842161564609
"Your hand is J♥, 6♣",2024-06-15T03:20:15.646Z,171842161564608
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (48.88) | #3 ""Mattox @ QdR2WpQMd9"" (114.36) | #4 ""yolo @ D4bms38CPT"" (169.37) | #5 ""Gabe @ vr66CNzhqh"" (108.90) | #6 ""Mango @ RnAlJZFvW6"" (117.70) | #8 ""housto @ RL6ZahFnpa"" (162.26) | #9 ""rampurge @ SUmXpIp4-U"" (183.34)",2024-06-15T03:20:15.646Z,171842161564601
"-- starting hand #87 (id: tdyvgy25jlps)  (No Limit Texas Hold'em) (dealer: ""rampurge @ SUmXpIp4-U"") --",2024-06-15T03:20:15.646Z,171842161564600
"-- ending hand #86 --",2024-06-15T03:20:12.734Z,171842161273402
"""Gabe @ vr66CNzhqh"" collected 4.75 from pot",2024-06-15T03:20:12.734Z,171842161273401
"Uncalled bet of 2.25 returned to ""Gabe @ vr66CNzhqh""",2024-06-15T03:20:12.734Z,171842161273400
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:20:11.927Z,171842161192700
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:20:10.845Z,171842161084500
"""Gabe @ vr66CNzhqh"" bets 2.25",2024-06-15T03:20:09.999Z,171842160999900
"""jish @ Qx3WtYjAgm"" checks",2024-06-15T03:20:00.705Z,171842160070500
"Flop:  [A♠, 10♦, 10♠]",2024-06-15T03:19:59.267Z,171842159926700
"""jish @ Qx3WtYjAgm"" calls 1.50",2024-06-15T03:19:58.410Z,171842159841000
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:19:57.433Z,171842159743300
"""housto @ RL6ZahFnpa"" calls 1.50",2024-06-15T03:19:56.523Z,171842159652300
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:19:54.766Z,171842159476600
"""Gabe @ vr66CNzhqh"" raises to 1.50",2024-06-15T03:19:53.775Z,171842159377500
"""yolo @ D4bms38CPT"" folds",2024-06-15T03:19:49.910Z,171842158991000
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:19:49.028Z,171842158902800
"""jish @ Qx3WtYjAgm"" posts a big blind of 0.50",2024-06-15T03:19:46.856Z,171842158685611
"""rampurge @ SUmXpIp4-U"" posts a small blind of 0.25",2024-06-15T03:19:46.856Z,171842158685610
"Your hand is 2♥, 9♣",2024-06-15T03:19:46.856Z,171842158685609
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (50.38) | #3 ""Mattox @ QdR2WpQMd9"" (114.36) | #4 ""yolo @ D4bms38CPT"" (169.37) | #5 ""Gabe @ vr66CNzhqh"" (105.65) | #6 ""Mango @ RnAlJZFvW6"" (117.70) | #8 ""housto @ RL6ZahFnpa"" (163.76) | #9 ""rampurge @ SUmXpIp4-U"" (183.59)",2024-06-15T03:19:46.856Z,171842158685602
"-- starting hand #86 (id: gj8gghbici82)  (No Limit Texas Hold'em) (dealer: ""housto @ RL6ZahFnpa"") --",2024-06-15T03:19:46.856Z,171842158685601
"The player ""AA @ FYqxPKGGEP"" quits the game with a stack of 0.00.",2024-06-15T03:19:46.856Z,171842158685600
"-- ending hand #85 --",2024-06-15T03:19:40.765Z,171842158076503
"""AA @ FYqxPKGGEP"" shows a A♣, Q♦.",2024-06-15T03:19:40.765Z,171842158076502
"""yolo @ D4bms38CPT"" collected 66.90 from pot with Pair, K's (combination: K♦, K♥, Q♣, J♦, 9♥)",2024-06-15T03:19:40.765Z,171842158076501
"""yolo @ D4bms38CPT"" shows a 9♥, K♦.",2024-06-15T03:19:40.765Z,171842158076500
"""yolo @ D4bms38CPT"" calls 23.70",2024-06-15T03:19:39.942Z,171842157994200
"""AA @ FYqxPKGGEP"" raises to 23.70 and go all in",2024-06-15T03:19:37.541Z,171842157754100
"""yolo @ D4bms38CPT"" bets 8.75",2024-06-15T03:19:34.864Z,171842157486400
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:19:29.360Z,171842156936000
"River: K♥, 4♣, 8♠, Q♣ [J♦]",2024-06-15T03:19:25.186Z,171842156518600
"""AA @ FYqxPKGGEP"" calls 6.50",2024-06-15T03:19:24.369Z,171842156436900
"""yolo @ D4bms38CPT"" raises to 6.50",2024-06-15T03:19:22.481Z,171842156248100
"""AA @ FYqxPKGGEP"" bets 3.25",2024-06-15T03:19:18.235Z,171842155823500
"Turn: K♥, 4♣, 8♠ [Q♣]",2024-06-15T03:19:15.445Z,171842155544500
"""yolo @ D4bms38CPT"" checks",2024-06-15T03:19:14.604Z,171842155460400
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:19:10.178Z,171842155017800
"Flop:  [K♥, 4♣, 8♠]",2024-06-15T03:19:08.476Z,171842154847600
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:19:07.642Z,171842154764200
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:19:06.720Z,171842154672000
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:19:01.407Z,171842154140700
"""Gabe @ vr66CNzhqh"" folds",2024-06-15T03:18:57.917Z,171842153791700
"""yolo @ D4bms38CPT"" calls 2.50",2024-06-15T03:18:56.958Z,171842153695800
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:18:52.116Z,171842153211600
"""AA @ FYqxPKGGEP"" raises to 2.50",2024-06-15T03:18:50.798Z,171842153079800
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:18:46.976Z,171842152697600
"""Gabe @ vr66CNzhqh"" posts a missed big blind of 0.50",2024-06-15T03:18:45.350Z,171842152535014
"""Gabe @ vr66CNzhqh"" posts a missing small blind of 0.25",2024-06-15T03:18:45.350Z,171842152535013
"""rampurge @ SUmXpIp4-U"" posts a big blind of 0.50",2024-06-15T03:18:45.350Z,171842152535012
"""housto @ RL6ZahFnpa"" posts a small blind of 0.25",2024-06-15T03:18:45.350Z,171842152535011
"Your hand is 8♥, 5♣",2024-06-15T03:18:45.350Z,171842152535010
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (50.38) | #2 ""AA @ FYqxPKGGEP"" (32.70) | #3 ""Mattox @ QdR2WpQMd9"" (114.36) | #4 ""yolo @ D4bms38CPT"" (135.17) | #5 ""Gabe @ vr66CNzhqh"" (106.40) | #6 ""Mango @ RnAlJZFvW6"" (117.70) | #8 ""housto @ RL6ZahFnpa"" (164.01) | #9 ""rampurge @ SUmXpIp4-U"" (184.09)",2024-06-15T03:18:45.350Z,171842152535002
"-- starting hand #85 (id: stf3kugfopsk)  (No Limit Texas Hold'em) (dealer: ""Mango @ RnAlJZFvW6"") --",2024-06-15T03:18:45.350Z,171842152535001
"The player ""Gabe @ vr66CNzhqh"" joined the game with a stack of 106.40.",2024-06-15T03:18:45.350Z,171842152535000
"-- ending hand #84 --",2024-06-15T03:18:42.378Z,171842152237802
"""Mattox @ QdR2WpQMd9"" collected 12.75 from pot",2024-06-15T03:18:42.378Z,171842152237801
"Uncalled bet of 7.37 returned to ""Mattox @ QdR2WpQMd9""",2024-06-15T03:18:42.378Z,171842152237800
"""AA @ FYqxPKGGEP"" folds",2024-06-15T03:18:41.565Z,171842152156500
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:18:40.626Z,171842152062600
"""Mattox @ QdR2WpQMd9"" bets 7.37",2024-06-15T03:18:39.529Z,171842151952900
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:18:33.884Z,171842151388400
"""Mango @ RnAlJZFvW6"" checks",2024-06-15T03:18:33.022Z,171842151302200
"Turn: J♦, 6♠, 7♦ [6♥]",2024-06-15T03:18:26.399Z,171842150639900
"""AA @ FYqxPKGGEP"" calls 0.50",2024-06-15T03:18:25.589Z,171842150558900
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:18:24.724Z,171842150472400
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:18:23.803Z,171842150380300
"""Mango @ RnAlJZFvW6"" calls 0.50",2024-06-15T03:18:19.030Z,171842149903000
"""Mattox @ QdR2WpQMd9"" bets 0.50",2024-06-15T03:18:08.394Z,171842148839400
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:18:06.937Z,171842148693700
"""jish @ Qx3WtYjAgm"" checks",2024-06-15T03:18:06.010Z,171842148601000
"""housto @ RL6ZahFnpa"" checks",2024-06-15T03:18:00.909Z,171842148090900
"""Mango @ RnAlJZFvW6"" checks",2024-06-15T03:17:59.487Z,171842147948700
"Flop:  [J♦, 6♠, 7♦]",2024-06-15T03:17:58.015Z,171842147801500
"""jish @ Qx3WtYjAgm"" calls 2.25",2024-06-15T03:17:57.189Z,171842147718900
"""housto @ RL6ZahFnpa"" calls 2.25",2024-06-15T03:17:53.755Z,171842147375500
"""Mango @ RnAlJZFvW6"" calls 2.25",2024-06-15T03:17:52.029Z,171842147202900
"""yolo @ D4bms38CPT"" folds",2024-06-15T03:17:47.733Z,171842146773300
"""Mattox @ QdR2WpQMd9"" calls 2.25",2024-06-15T03:17:46.836Z,171842146683600
"""AA @ FYqxPKGGEP"" raises to 2.25",2024-06-15T03:17:34.668Z,171842145466800
"The player ""Gabe @ vr66CNzhqh"" sit back with the stack of 106.40.",2024-06-15T03:17:34.041Z,171842145404100
"""jish @ Qx3WtYjAgm"" calls 0.50",2024-06-15T03:17:32.309Z,171842145230900
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:17:31.268Z,171842145126800
"""housto @ RL6ZahFnpa"" posts a big blind of 0.50",2024-06-15T03:17:27.942Z,171842144794210
"""Mango @ RnAlJZFvW6"" posts a small blind of 0.25",2024-06-15T03:17:27.942Z,171842144794209
"Your hand is 8♣, 10♣",2024-06-15T03:17:27.942Z,171842144794208
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (52.63) | #2 ""AA @ FYqxPKGGEP"" (35.45) | #3 ""Mattox @ QdR2WpQMd9"" (104.36) | #4 ""yolo @ D4bms38CPT"" (135.17) | #6 ""Mango @ RnAlJZFvW6"" (120.45) | #8 ""housto @ RL6ZahFnpa"" (166.26) | #9 ""rampurge @ SUmXpIp4-U"" (184.09)",2024-06-15T03:17:27.942Z,171842144794201
"-- starting hand #84 (id: 2b3e9yr69i7u)  (No Limit Texas Hold'em) (dealer: ""yolo @ D4bms38CPT"") --",2024-06-15T03:17:27.942Z,171842144794200
"-- ending hand #83 --",2024-06-15T03:17:25.021Z,171842144502102
"""Mattox @ QdR2WpQMd9"" collected 7.29 from pot",2024-06-15T03:17:25.021Z,171842144502101
"Uncalled bet of 3.64 returned to ""Mattox @ QdR2WpQMd9""",2024-06-15T03:17:25.021Z,171842144502100
"""AA @ FYqxPKGGEP"" folds",2024-06-15T03:17:24.148Z,171842144414800
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:17:23.279Z,171842144327900
"""Mattox @ QdR2WpQMd9"" bets 3.64",2024-06-15T03:17:22.254Z,171842144225400
"""AA @ FYqxPKGGEP"" checks",2024-06-15T03:17:18.937Z,171842143893700
"""jish @ Qx3WtYjAgm"" checks",2024-06-15T03:17:17.989Z,171842143798900
"Flop:  [A♦, Q♣, J♠]",2024-06-15T03:17:16.256Z,171842143625600
"""AA @ FYqxPKGGEP"" calls 2.18",2024-06-15T03:17:15.429Z,171842143542900
"""jish @ Qx3WtYjAgm"" calls 2.18",2024-06-15T03:17:11.604Z,171842143160400
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:17:09.665Z,171842142966500
"""yolo @ D4bms38CPT"" folds",2024-06-15T03:17:05.343Z,171842142534300
"""Mattox @ QdR2WpQMd9"" raises to 2.18",2024-06-15T03:17:04.401Z,171842142440100
"""AA @ FYqxPKGGEP"" calls 0.50",2024-06-15T03:17:00.127Z,171842142012700
"""jish @ Qx3WtYjAgm"" calls 0.50",2024-06-15T03:16:54.805Z,171842141480500
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:16:53.752Z,171842141375200
"""housto @ RL6ZahFnpa"" folds",2024-06-15T03:16:47.355Z,171842140735500
"""Mango @ RnAlJZFvW6"" posts a big blind of 0.50",2024-06-15T03:16:39.198Z,171842139919811
"""yolo @ D4bms38CPT"" posts a small blind of 0.25",2024-06-15T03:16:39.198Z,171842139919810
"Your hand is J♦, K♦",2024-06-15T03:16:39.198Z,171842139919809
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (54.81) | #2 ""AA @ FYqxPKGGEP"" (37.63) | #3 ""Mattox @ QdR2WpQMd9"" (99.25) | #4 ""yolo @ D4bms38CPT"" (135.42) | #6 ""Mango @ RnAlJZFvW6"" (120.95) | #8 ""housto @ RL6ZahFnpa"" (166.26) | #9 ""rampurge @ SUmXpIp4-U"" (184.09)",2024-06-15T03:16:39.198Z,171842139919802
"-- starting hand #83 (id: 1byzhpkag8ub)  (No Limit Texas Hold'em) (dealer: ""Mattox @ QdR2WpQMd9"") --",2024-06-15T03:16:39.198Z,171842139919801
"The player ""Fish2002 @ ajrkD_SGeG"" quits the game with a stack of 165.86.",2024-06-15T03:16:39.198Z,171842139919800
"""AA @ FYqxPKGGEP"" shows a 9♦, 10♥.",2024-06-15T03:16:35.914Z,171842139591400
"-- ending hand #82 --",2024-06-15T03:16:35.586Z,171842139558602
"""housto @ RL6ZahFnpa"" collected 9.49 from pot",2024-06-15T03:16:35.586Z,171842139558601
"Uncalled bet of 4.74 returned to ""housto @ RL6ZahFnpa""",2024-06-15T03:16:35.586Z,171842139558600
"""AA @ FYqxPKGGEP"" folds",2024-06-15T03:16:34.749Z,171842139474900
"""housto @ RL6ZahFnpa"" bets 4.74",2024-06-15T03:16:33.883Z,171842139388300
"The admin ""MysteriousMelo @ 91pc2p5UbL"" enqueued the removal of the player ""Fish2002 @ ajrkD_SGeG"".",2024-06-15T03:16:33.779Z,171842139377900
"Turn: J♠, Q♥, J♣ [Q♦]",2024-06-15T03:16:28.822Z,171842138882200
"""yolo @ D4bms38CPT"" folds",2024-06-15T03:16:27.981Z,171842138798100
"""AA @ FYqxPKGGEP"" calls 2.37",2024-06-15T03:16:23.639Z,171842138363900
"""housto @ RL6ZahFnpa"" bets 2.37",2024-06-15T03:16:22.040Z,171842138204000
"""yolo @ D4bms38CPT"" checks",2024-06-15T03:16:18.276Z,171842137827600
"Flop:  [J♠, Q♥, J♣]",2024-06-15T03:16:16.819Z,171842137681900
"""yolo @ D4bms38CPT"" calls 1.50",2024-06-15T03:16:15.937Z,171842137593700
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:16:14.924Z,171842137492400
"""AA @ FYqxPKGGEP"" calls 1.50",2024-06-15T03:16:13.926Z,171842137392600
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:16:12.821Z,171842137282100
"""rampurge @ SUmXpIp4-U"" folds",2024-06-15T03:16:11.853Z,171842137185300
"""housto @ RL6ZahFnpa"" raises to 1.50",2024-06-15T03:16:04.184Z,171842136418400
"""Mango @ RnAlJZFvW6"" folds",2024-06-15T03:15:59.223Z,171842135922300
"""yolo @ D4bms38CPT"" posts a big blind of 0.50",2024-06-15T03:15:57.736Z,171842135773611
"""Mattox @ QdR2WpQMd9"" posts a small blind of 0.25",2024-06-15T03:15:57.736Z,171842135773610
"Your hand is 3♣, Q♠",2024-06-15T03:15:57.736Z,171842135773609
"Player stacks: #1 ""jish @ Qx3WtYjAgm"" (54.81) | #2 ""AA @ FYqxPKGGEP"" (41.50) | #3 ""Mattox @ QdR2WpQMd9"" (99.50) | #4 ""yolo @ D4bms38CPT"" (136.92) | #6 ""Mango @ RnAlJZFvW6"" (120.95) | #8 ""housto @ RL6ZahFnpa"" (160.64) | #9 ""rampurge @ SUmXpIp4-U"" (184.09)",2024-06-15T03:15:57.736Z,171842135773602
"-- starting hand #82 (id: ewmxs72pwack)  (No Limit Texas Hold'em) (dealer: ""AA @ FYqxPKGGEP"") --",2024-06-15T03:15:57.736Z,171842135773601
"The player ""Fish2002 @ ajrkD_SGeG"" stand up with the stack of 165.86.",2024-06-15T03:15:57.736Z,171842135773600
"""yolo @ D4bms38CPT"" shows a 10♠, 7♦.",2024-06-15T03:15:52.445Z,171842135244500
"""jish @ Qx3WtYjAgm"" shows a 4♦, 6♦.",2024-06-15T03:15:50.358Z,171842135035800
"""Fish2002 @ ajrkD_SGeG"" shows a 3♦, 3♥.",2024-06-15T03:15:49.591Z,171842134959100
"-- ending hand #81 --",2024-06-15T03:15:48.187Z,171842134818702
"""AA @ FYqxPKGGEP"" collected 41.50 from pot with Flush, Ac High on the second run  (combination: A♣, K♣, 8♣, 3♣, 2♣)",2024-06-15T03:15:48.187Z,171842134818701
"""housto @ RL6ZahFnpa"" collected 41.50 from pot with Full House, Q's over 7's (combination: Q♠, Q♥, Q♣, 7♥, 7♠)",2024-06-15T03:15:48.187Z,171842134818700
"River (second run): 2♣, K♣, 3♣, 8♣ [5♥]",2024-06-15T03:15:44.176Z,171842134417600
"Turn (second run): 2♣, K♣, 3♣ [8♣]",2024-06-15T03:15:40.171Z,171842134017100
"Flop (second run):  [2♣, K♣, 3♣]",2024-06-15T03:15:36.163Z,171842133616300
"River: 7♥, 7♠, 9♦, Q♣ [2♥]",2024-06-15T03:15:32.075Z,171842133207500
"Turn: 7♥, 7♠, 9♦ [Q♣]",2024-06-15T03:15:28.071Z,171842132807100
"Flop:  [7♥, 7♠, 9♦]",2024-06-15T03:15:24.060Z,171842132406000
"""housto @ RL6ZahFnpa"" shows a Q♠, Q♥.",2024-06-15T03:15:20.057Z,171842132005700
"""AA @ FYqxPKGGEP"" shows a A♣, K♠.",2024-06-15T03:15:19.730Z,171842131973000
"All players in hand choose to run it twice.",2024-06-15T03:15:19.249Z,171842131924901
"""housto @ RL6ZahFnpa"" chooses to  run it twice.",2024-06-15T03:15:19.249Z,171842131924900
"""AA @ FYqxPKGGEP"" chooses to  run it twice.",2024-06-15T03:15:18.672Z,171842131867200
"Remaining players decide whether to run it twice.",2024-06-15T03:15:17.806Z,171842131780601
"""housto @ RL6ZahFnpa"" calls 39.75",2024-06-15T03:15:17.806Z,171842131780600
"""AA @ FYqxPKGGEP"" raises to 39.75 and go all in",2024-06-15T03:15:15.936Z,171842131593600
"""jish @ Qx3WtYjAgm"" folds",2024-06-15T03:15:13.835Z,171842131383500
"""Fish2002 @ ajrkD_SGeG"" folds",2024-06-15T03:15:12.806Z,171842131280600
"""housto @ RL6ZahFnpa"" raises to 22.00",2024-06-15T03:15:11.529Z,171842131152900
"""Mattox @ QdR2WpQMd9"" folds",2024-06-15T03:15:05.211Z,171842130521100
"""AA @ FYqxPKGGEP"" raises to 5.00",2024-06-15T03:15:03.666Z,171842130366600
